region_code,month,monthly_median_pressure,q25,q75,season_label,classification_basis
BDH,1,0.0,0.0092562152392761,0.16717055993990168,off_season,region_specific_2023_2025_monthly_median_pressure_quantiles
BDH,2,0.0123416203190348,0.0092562152392761,0.16717055993990168,shoulder_season,region_specific_2023_2025_monthly_median_pressure_quantiles
BDH,3,0.0135918275905171,0.0092562152392761,0.16717055993990168,shoulder_season,region_specific_2023_2025_monthly_median_pressure_quantiles
BDH,4,0.13692001972365514,0.0092562152392761,0.16717055993990168,shoulder_season,region_specific_2023_2025_monthly_median_pressure_quantiles
BDH,5,0.124503646750354,0.0092562152392761,0.16717055993990168,shoulder_season,region_specific_2023_2025_monthly_median_pressure_quantiles
BDH,6,0.2561945024140331,0.0092562152392761,0.16717055993990168,peak_season,region_specific_2023_2025_monthly_median_pressure_quantiles
BDH,7,0.6426816035548191,0.0092562152392761,0.16717055993990168,peak_season,region_specific_2023_2025_monthly_median_pressure_quantiles
BDH,8,0.6043382184088515,0.0092562152392761,0.16717055993990168,peak_season,region_specific_2023_2025_monthly_median_pressure_quantiles
BDH,9,0.13749591244852455,0.0092562152392761,0.16717055993990168,shoulder_season,region_specific_2023_2025_monthly_median_pressure_quantiles
BDH,10,0.0490077967524468,0.0092562152392761,0.16717055993990168,shoulder_season,region_specific_2023_2025_monthly_median_pressure_quantiles
BDH,11,0.0,0.0092562152392761,0.16717055993990168,off_season,region_specific_2023_2025_monthly_median_pressure_quantiles
BDH,12,0.0,0.0092562152392761,0.16717055993990168,off_season,region_specific_2023_2025_monthly_median_pressure_quantiles
HGA,1,0.9350512832739556,1.005983907881576,1.3400422714746336,off_season,region_specific_2023_2025_monthly_median_pressure_quantiles
HGA,2,1.029628116084116,1.005983907881576,1.3400422714746336,shoulder_season,region_specific_2023_2025_monthly_median_pressure_quantiles
HGA,3,1.0321346373791047,1.005983907881576,1.3400422714746336,shoulder_season,region_specific_2023_2025_monthly_median_pressure_quantiles
HGA,4,1.27939342950538,1.005983907881576,1.3400422714746336,shoulder_season,region_specific_2023_2025_monthly_median_pressure_quantiles
HGA,5,1.254500034646778,1.005983907881576,1.3400422714746336,shoulder_season,region_specific_2023_2025_monthly_median_pressure_quantiles
HGA,6,1.5185250020307572,1.005983907881576,1.3400422714746336,peak_season,region_specific_2023_2025_monthly_median_pressure_quantiles
HGA,7,2.293387035987216,1.005983907881576,1.3400422714746336,peak_season,region_specific_2023_2025_monthly_median_pressure_quantiles
HGA,8,2.2165129739155884,1.005983907881576,1.3400422714746336,peak_season,region_specific_2023_2025_monthly_median_pressure_quantiles
HGA,9,1.2805480279559258,1.005983907881576,1.3400422714746336,shoulder_season,region_specific_2023_2025_monthly_median_pressure_quantiles
HGA,10,1.103139568250926,1.005983907881576,1.3400422714746336,shoulder_season,region_specific_2023_2025_monthly_median_pressure_quantiles
HGA,11,0.9271642135466864,1.005983907881576,1.3400422714746336,off_season,region_specific_2023_2025_monthly_median_pressure_quantiles
HGA,12,0.8925897234153435,1.005983907881576,1.3400422714746336,off_season,region_specific_2023_2025_monthly_median_pressure_quantiles
SHG,1,0.0,0.0,0.003110481720332975,off_season,region_specific_2023_2025_monthly_median_pressure_quantiles
SHG,2,0.0,0.0,0.003110481720332975,off_season,region_specific_2023_2025_monthly_median_pressure_quantiles
SHG,3,0.0,0.0,0.003110481720332975,off_season,region_specific_2023_2025_monthly_median_pressure_quantiles
SHG,4,0.0,0.0,0.003110481720332975,off_season,region_specific_2023_2025_monthly_median_pressure_quantiles
SHG,5,0.0,0.0,0.003110481720332975,off_season,region_specific_2023_2025_monthly_median_pressure_quantiles
SHG,6,0.0124419268813319,0.0,0.003110481720332975,peak_season,region_specific_2023_2025_monthly_median_pressure_quantiles
SHG,7,0.3239348880762768,0.0,0.003110481720332975,peak_season,region_specific_2023_2025_monthly_median_pressure_quantiles
SHG,8,0.2930316715236372,0.0,0.003110481720332975,peak_season,region_specific_2023_2025_monthly_median_pressure_quantiles
SHG,9,0.0,0.0,0.003110481720332975,off_season,region_specific_2023_2025_monthly_median_pressure_quantiles
SHG,10,0.0,0.0,0.003110481720332975,off_season,region_specific_2023_2025_monthly_median_pressure_quantiles
SHG,11,0.0,0.0,0.003110481720332975,off_season,region_specific_2023_2025_monthly_median_pressure_quantiles
SHG,12,0.0,0.0,0.003110481720332975,off_season,region_specific_2023_2025_monthly_median_pressure_quantiles
