date,region_code,pressure_index,log_pressure,trend_component,seasonal_component,random_component,series_scope
2023-01-01,BDH,0.5758592809820924,0.45480069873226614,0.06808154133322109,0.0007380000256098465,0.3859811573734352,estimated_regional_daily_relative_pressure
2023-01-02,BDH,0.2090837242027409,0.18986282002297095,0.06407674478420808,0.0007380000256098465,0.12504807521315303,estimated_regional_daily_relative_pressure
2023-01-03,BDH,0.0,0.0,0.06051692562952985,0.0007380000256098465,-0.061254925655139694,estimated_regional_daily_relative_pressure
2023-01-04,BDH,0.0,0.0,0.05733182428060723,0.0007380000256098465,-0.05806982430621707,estimated_regional_daily_relative_pressure
2023-01-05,BDH,0.0,0.0,0.05446523306657687,0.0007380000256098465,-0.055203233092186714,estimated_regional_daily_relative_pressure
2023-01-06,BDH,0.0,0.0,0.07365485037036106,0.0007380000256098465,-0.0743928503959709,estimated_regional_daily_relative_pressure
2023-01-07,BDH,0.1285422931798242,0.12092679391464344,0.08912493234969511,0.0007380000256098465,0.03106386153933848,estimated_regional_daily_relative_pressure
2023-01-08,BDH,0.1120396375133692,0.10619584043894957,0.09700525425878073,0.0007380000256098465,0.008452586154558992,estimated_regional_daily_relative_pressure
2023-01-09,BDH,0.0,0.0,0.1052852719522302,0.0007380000256098465,-0.10602327197784005,estimated_regional_daily_relative_pressure
2023-01-10,BDH,0.0,0.0,0.11359147203176839,0.0007380000256098465,-0.11432947205737824,estimated_regional_daily_relative_pressure
2023-01-11,BDH,0.0,0.0,0.12117632269077941,0.0007380000256098465,-0.12191432271638926,estimated_regional_daily_relative_pressure
2023-01-12,BDH,0.0,0.0,0.12864960589686533,0.0007380000256098465,-0.12938760592247517,estimated_regional_daily_relative_pressure
2023-01-13,BDH,0.0,0.0,0.1307210159003159,0.0007380000256098465,-0.13145901592592574,estimated_regional_daily_relative_pressure
2023-01-14,BDH,0.1160626279101587,0.10980698058361892,0.13211796814289478,0.0007380000256098465,-0.023048987584885713,estimated_regional_daily_relative_pressure
2023-01-15,BDH,0.1137264197521981,0.10771152763908834,0.12771403587146496,0.0007380000256098465,-0.020740508257986467,estimated_regional_daily_relative_pressure
2023-01-16,BDH,0.0,0.0,0.1252204301197019,0.0007380000256098465,-0.12595843014531174,estimated_regional_daily_relative_pressure
2023-01-17,BDH,0.0,0.0,0.11092931123552846,0.0007380000256098465,-0.11166731126113831,estimated_regional_daily_relative_pressure
2023-01-18,BDH,0.0,0.0,0.10628226101086,0.0007380000256098465,-0.10702026103646985,estimated_regional_daily_relative_pressure
2023-01-19,BDH,0.0,0.0,0.10628226101086,0.0007380000256098465,-0.10702026103646985,estimated_regional_daily_relative_pressure
2023-01-20,BDH,0.0,0.0,0.11081168936490929,0.0007380000256098465,-0.11154968939051914,estimated_regional_daily_relative_pressure
2023-01-21,BDH,0.5800353124579325,0.45744719644604487,0.11552816459325331,0.0007380000256098465,0.3411810318271817,estimated_regional_daily_relative_pressure
2023-01-22,BDH,0.5128520647453989,0.41399665391571033,0.12326295927252116,0.0007380000256098465,0.2899956946175793,estimated_regional_daily_relative_pressure
2023-01-23,BDH,0.3104522888100827,0.27037233625866414,0.1242832256071952,0.0007380000256098465,0.14535111062585912,estimated_regional_daily_relative_pressure
2023-01-24,BDH,0.3441013908842739,0.2957256789015679,0.12579839288814673,0.0007380000256098465,0.16918928598781136,estimated_regional_daily_relative_pressure
2023-01-25,BDH,0.367439856794593,0.31294027394068513,0.12904164737411353,0.0007380000256098465,0.18316062654096177,estimated_regional_daily_relative_pressure
2023-01-26,BDH,0.3645130010176626,0.31079758916605515,0.13036039104391853,0.0007380000256098465,0.1796991980965268,estimated_regional_daily_relative_pressure
2023-01-27,BDH,0.3812031528983942,0.3229549692550987,0.1446670110970947,0.0007380000256098465,0.17754995813239416,estimated_regional_daily_relative_pressure
2023-01-28,BDH,0.2052042877711357,0.18664908599348168,0.15659753540226504,0.0007380000256098465,0.029313550565606795,estimated_regional_daily_relative_pressure
2023-01-29,BDH,0.1867667955813877,0.17123263093510319,0.15659753540226504,0.0007380000256098465,0.013897095507228303,estimated_regional_daily_relative_pressure
2023-01-30,BDH,0.0,0.0,0.15305537473827732,0.0007380000256098465,-0.15379337476388716,estimated_regional_daily_relative_pressure
2023-01-31,BDH,0.051704580187626,0.050412257566810975,0.1495808093305648,0.0007380000256098465,-0.09990655178936368,estimated_regional_daily_relative_pressure
2023-02-01,BDH,0.0118456235430521,0.011776013322888676,0.1495808093305648,0.0032182837168326047,-0.14102307972450875,estimated_regional_daily_relative_pressure
2023-02-02,BDH,0.046869479870897,0.04580426305824894,0.15366974338535647,0.0032182837168326047,-0.11108376404394013,estimated_regional_daily_relative_pressure
2023-02-03,BDH,0.0,0.0,0.15976214988454596,0.0032182837168326047,-0.16298043360137857,estimated_regional_daily_relative_pressure
2023-02-04,BDH,0.1507481303323252,0.14041227897552777,0.16723998821658484,0.0032182837168326047,-0.030045992957889674,estimated_regional_daily_relative_pressure
2023-02-05,BDH,0.1574400721051219,0.14621073207866517,0.16723998821658484,0.0032182837168326047,-0.024247539854752278,estimated_regional_daily_relative_pressure
2023-02-06,BDH,0.2709677714709461,0.23977863505730326,0.15248362704090596,0.0032182837168326047,0.0840767242995647,estimated_regional_daily_relative_pressure
2023-02-07,BDH,0.1648065832693185,0.15255505028953822,0.14448670182733694,0.0032182837168326047,0.004850064745368676,estimated_regional_daily_relative_pressure
2023-02-08,BDH,0.1655184694224763,0.15316602614844732,0.137155977351374,0.0032182837168326047,0.012791765080240719,estimated_regional_daily_relative_pressure
2023-02-09,BDH,0.1057688546342537,0.10054088906497072,0.12804308959930635,0.0032182837168326047,-0.030720484251168242,estimated_regional_daily_relative_pressure
2023-02-10,BDH,0.0417281885288868,0.04088105376395499,0.12529623234027104,0.0032182837168326047,-0.08763346229314867,estimated_regional_daily_relative_pressure
2023-02-11,BDH,0.5581593513520786,0.4435052216484612,0.12306201661715246,0.0032182837168326047,0.31722492131447616,estimated_regional_daily_relative_pressure
2023-02-12,BDH,0.4475120475857847,0.3698462534602801,0.11553476020809164,0.0032182837168326047,0.2510932095353559,estimated_regional_daily_relative_pressure
2023-02-13,BDH,0.0,0.0,0.1095138219502374,0.0032182837168326047,-0.11273210566707001,estimated_regional_daily_relative_pressure
2023-02-14,BDH,0.0,0.0,0.1047637338245203,0.0032182837168326047,-0.1079820175413529,estimated_regional_daily_relative_pressure
2023-02-15,BDH,0.0,0.0,0.1051992269611747,0.0032182837168326047,-0.10841751067800731,estimated_regional_daily_relative_pressure
2023-02-16,BDH,0.0,0.0,0.10357302510418082,0.0032182837168326047,-0.10679130882101343,estimated_regional_daily_relative_pressure
2023-02-17,BDH,0.1351410946776625,0.12675695569854115,0.10935016408218895,0.0032182837168326047,0.014188507899519592,estimated_regional_daily_relative_pressure
2023-02-18,BDH,0.2078773965925077,0.1888646014748747,0.11252761161169515,0.0032182837168326047,0.07311870614634693,estimated_regional_daily_relative_pressure
2023-02-19,BDH,0.2608839067268033,0.2318129882932056,0.11644326661734684,0.0032182837168326047,0.11215143795902614,estimated_regional_daily_relative_pressure
2023-02-20,BDH,0.0,0.0,0.11191383826329757,0.0032182837168326047,-0.11513212198013018,estimated_regional_daily_relative_pressure
2023-02-21,BDH,0.0,0.0,0.10719736303495353,0.0032182837168326047,-0.11041564675178614,estimated_regional_daily_relative_pressure
2023-02-22,BDH,0.1806816867342692,0.16609197229507003,0.09946256835568568,0.0032182837168326047,0.06341112022255174,estimated_regional_daily_relative_pressure
2023-02-23,BDH,0.0440630470208989,0.04311987750381378,0.09459161302643902,0.0032182837168326047,-0.05469001923945784,estimated_regional_daily_relative_pressure
2023-02-24,BDH,0.0133140111128359,0.013226158587470335,0.09488867578450756,0.0032182837168326047,-0.08488080091386983,estimated_regional_daily_relative_pressure
2023-02-25,BDH,0.2558186854543441,0.2277876989105906,0.09724090392383818,0.0032182837168326047,0.12732851126991981,estimated_regional_daily_relative_pressure
2023-02-26,BDH,0.273204437521713,0.241536901749379,0.09592216025403318,0.0032182837168326047,0.1423964577785132,estimated_regional_daily_relative_pressure
2023-02-27,BDH,0.0937476614387008,0.08961002057421352,0.08161554020085703,0.0032182837168326047,0.0047761966565238925,estimated_regional_daily_relative_pressure
2023-02-28,BDH,0.0,0.0,0.0696850158956867,0.0032182837168326047,-0.0729032996125193,estimated_regional_daily_relative_pressure
2023-03-01,BDH,0.024269728876665,0.02397989903787324,0.0696850158956867,-0.010764086815355909,-0.03494103004245754,estimated_regional_daily_relative_pressure
2023-03-02,BDH,0.0135918275905171,0.01350028723628677,0.0696850158956867,-0.010764086815355909,-0.04542064184404402,estimated_regional_daily_relative_pressure
2023-03-03,BDH,0.0,0.0,0.07589743690686683,-0.010764086815355909,-0.06513335009151092,estimated_regional_daily_relative_pressure
2023-03-04,BDH,0.210298860961451,0.19086732164114123,0.08204807541913159,-0.010764086815355909,0.11958333303736556,estimated_regional_daily_relative_pressure
2023-03-05,BDH,0.1552365595585427,0.14430513647294116,0.07810555951447727,-0.010764086815355909,0.0769636637738198,estimated_regional_daily_relative_pressure
2023-03-06,BDH,0.1290598611755737,0.12138530517520231,0.07201315301528775,-0.010764086815355909,0.06013623897527046,estimated_regional_daily_relative_pressure
2023-03-07,BDH,0.0,0.0,0.06453531468324887,-0.010764086815355909,-0.053771227867892964,estimated_regional_daily_relative_pressure
2023-03-08,BDH,0.0,0.0,0.06453531468324887,-0.010764086815355909,-0.053771227867892964,estimated_regional_daily_relative_pressure
2023-03-09,BDH,0.0,0.0,0.06453531468324887,-0.010764086815355909,-0.053771227867892964,estimated_regional_daily_relative_pressure
2023-03-10,BDH,0.0015566453994825,0.0015554350828923395,0.06376252995472262,-0.010764086815355909,-0.05144300805647437,estimated_regional_daily_relative_pressure
2023-03-11,BDH,0.176301238249683,0.1623749716485715,0.06686999183715835,-0.010764086815355909,0.10626906662676908,estimated_regional_daily_relative_pressure
2023-03-12,BDH,0.1894130633635798,0.17345996138422026,0.06644334156014318,-0.010764086815355909,0.11778070663943299,estimated_regional_daily_relative_pressure
2023-03-13,BDH,0.0,0.0,0.05909535127270477,-0.010764086815355909,-0.048331264457348866,estimated_regional_daily_relative_pressure
2023-03-14,BDH,0.0,0.0,0.05152245284550163,-0.010764086815355909,-0.04075836603014572,estimated_regional_daily_relative_pressure
2023-03-15,BDH,0.0,0.0,0.048700202096261164,-0.010764086815355909,-0.03793611528090526,estimated_regional_daily_relative_pressure
