scenario_id,region_name,period_start,period_end,day_type,scenario_type,time_bin_start,time_bin_end,entry_weight,exit_weight,entry_peak_fraction,exit_peak_fraction,entry_peak_fraction_sensitivity,profile_status,evidence_type,data_status,source_url
0,Beidaihe_District,2024-07-05,2024-08-25,summer_operating_day,daytime_service,07:30,08:00,0.009922822491730982,0.0,0.25,0.78,base_plus_or_minus_0.10_of_service_window,assumption_driven_not_observed_hourly_flow,service_time_or_qualitative_peak_not_hourly_count,verified_schedule_not_entry_distribution,https://he.people.com.cn/n2/2024/0705/c192235-40902683.html
0,Beidaihe_District,2024-07-05,2024-08-25,summer_operating_day,daytime_service,08:00,08:30,0.029768467475192947,0.0,0.25,0.78,base_plus_or_minus_0.10_of_service_window,assumption_driven_not_observed_hourly_flow,service_time_or_qualitative_peak_not_hourly_count,verified_schedule_not_entry_distribution,https://he.people.com.cn/n2/2024/0705/c192235-40902683.html
0,Beidaihe_District,2024-07-05,2024-08-25,summer_operating_day,daytime_service,08:30,09:00,0.04961411245865491,0.0,0.25,0.78,base_plus_or_minus_0.10_of_service_window,assumption_driven_not_observed_hourly_flow,service_time_or_qualitative_peak_not_hourly_count,verified_schedule_not_entry_distribution,https://he.people.com.cn/n2/2024/0705/c192235-40902683.html
0,Beidaihe_District,2024-07-05,2024-08-25,summer_operating_day,daytime_service,09:00,09:30,0.06945975744211687,0.0,0.25,0.78,base_plus_or_minus_0.10_of_service_window,assumption_driven_not_observed_hourly_flow,service_time_or_qualitative_peak_not_hourly_count,verified_schedule_not_entry_distribution,https://he.people.com.cn/n2/2024/0705/c192235-40902683.html
0,Beidaihe_District,2024-07-05,2024-08-25,summer_operating_day,daytime_service,09:30,10:00,0.08930540242557884,0.0,0.25,0.78,base_plus_or_minus_0.10_of_service_window,assumption_driven_not_observed_hourly_flow,service_time_or_qualitative_peak_not_hourly_count,verified_schedule_not_entry_distribution,https://he.people.com.cn/n2/2024/0705/c192235-40902683.html
0,Beidaihe_District,2024-07-05,2024-08-25,summer_operating_day,daytime_service,10:00,10:30,0.1091510474090408,0.0,0.25,0.78,base_plus_or_minus_0.10_of_service_window,assumption_driven_not_observed_hourly_flow,service_time_or_qualitative_peak_not_hourly_count,verified_schedule_not_entry_distribution,https://he.people.com.cn/n2/2024/0705/c192235-40902683.html
0,Beidaihe_District,2024-07-05,2024-08-25,summer_operating_day,daytime_service,10:30,11:00,0.11356119073869901,0.0,0.25,0.78,base_plus_or_minus_0.10_of_service_window,assumption_driven_not_observed_hourly_flow,service_time_or_qualitative_peak_not_hourly_count,verified_schedule_not_entry_distribution,https://he.people.com.cn/n2/2024/0705/c192235-40902683.html
0,Beidaihe_District,2024-07-05,2024-08-25,summer_operating_day,daytime_service,11:00,11:30,0.10253583241455347,0.003096846846846849,0.25,0.78,base_plus_or_minus_0.10_of_service_window,assumption_driven_not_observed_hourly_flow,service_time_or_qualitative_peak_not_hourly_count,verified_schedule_not_entry_distribution,https://he.people.com.cn/n2/2024/0705/c192235-40902683.html
0,Beidaihe_District,2024-07-05,2024-08-25,summer_operating_day,daytime_service,11:30,12:00,0.09151047409040794,0.013419669669669674,0.25,0.78,base_plus_or_minus_0.10_of_service_window,assumption_driven_not_observed_hourly_flow,service_time_or_qualitative_peak_not_hourly_count,verified_schedule_not_entry_distribution,https://he.people.com.cn/n2/2024/0705/c192235-40902683.html
0,Beidaihe_District,2024-07-05,2024-08-25,summer_operating_day,daytime_service,12:00,12:30,0.08048511576626241,0.023742492492492485,0.25,0.78,base_plus_or_minus_0.10_of_service_window,assumption_driven_not_observed_hourly_flow,service_time_or_qualitative_peak_not_hourly_count,verified_schedule_not_entry_distribution,https://he.people.com.cn/n2/2024/0705/c192235-40902683.html
