date,pressure_index,log_pressure,trend_component,seasonal_component,random_component,series_scope
2023-01-01,496871.8899327535,13.116089517705497,11.195270696098932,0.027937726990514496,1.8928810946160501,estimated_regional_daily_relative_pressure
2023-01-02,159646.48822930385,11.980723465036412,11.172804812610437,0.027937726990514496,0.7799809254354609,estimated_regional_daily_relative_pressure
2023-01-03,40632.056458668645,10.612337212799416,11.153025588731563,0.027937726990514496,-0.5686261029226615,estimated_regional_daily_relative_pressure
2023-01-04,44460.619599241305,10.702381615087743,11.134901912840887,0.027937726990514496,-0.46045802474365777,estimated_regional_daily_relative_pressure
2023-01-05,46916.99595087108,10.756156589810706,11.116258957745398,0.027937726990514496,-0.38804009492520647,estimated_regional_daily_relative_pressure
2023-01-06,49077.36894078263,10.80117366560724,11.211871330098583,0.027937726990514496,-0.4386353914818572,estimated_regional_daily_relative_pressure
2023-01-07,119466.79108916048,11.690802083389153,11.29253173504654,0.027937726990514496,0.37033262135209905,estimated_regional_daily_relative_pressure
2023-01-08,111234.11259978064,11.619401371746067,11.340592408464651,0.027937726990514496,0.25087123629090075,estimated_regional_daily_relative_pressure
2023-01-09,45732.50010166469,10.73058635213702,11.389858475541295,0.027937726990514496,-0.6872098503947893,estimated_regional_daily_relative_pressure
2023-01-10,47638.988363774326,10.771427779215939,11.438318300059233,0.027937726990514496,-0.6948282478338087,estimated_regional_daily_relative_pressure
2023-01-11,48033.23532348,10.77966927156401,11.482685110038439,0.027937726990514496,-0.7309535654649427,estimated_regional_daily_relative_pressure
2023-01-12,45866.79533548641,10.73351852311559,11.525728246664563,0.027937726990514496,-0.8201474505394878,estimated_regional_daily_relative_pressure
2023-01-13,48753.66174872831,10.794556097469096,11.541542482174894,0.027937726990514496,-0.774924111696312,estimated_regional_daily_relative_pressure
2023-01-14,113241.06149164621,11.63728294368435,11.554193987993056,0.027937726990514496,0.055151228700778765,estimated_regional_daily_relative_pressure
2023-01-15,112075.59751799914,11.626937822930522,11.531118295284726,0.027937726990514496,0.06788180065528154,estimated_regional_daily_relative_pressure
2023-01-16,47632.273840971466,10.77128682628416,11.523788000985165,0.027937726990514496,-0.7804389016915206,estimated_regional_daily_relative_pressure
2023-01-17,49678.650263327014,10.813350676794478,11.456260625946275,0.027937726990514496,-0.6708476761423111,estimated_regional_daily_relative_pressure
2023-01-18,49849.24961955279,10.816778782790744,11.43345339468308,0.027937726990514496,-0.6446123388828501,estimated_regional_daily_relative_pressure
2023-01-19,49446.94340529239,10.808675746808694,11.437322328475453,0.027937726990514496,-0.6565843086572735,estimated_regional_daily_relative_pressure
2023-01-20,47193.980044639415,10.762042810931101,11.472067372727773,0.027937726990514496,-0.7379622887871865,estimated_regional_daily_relative_pressure
2023-01-21,500877.4706870193,13.124118777162293,11.50589229594274,0.027937726990514496,1.5902887542290385,estimated_regional_daily_relative_pressure
2023-01-22,436436.4037067329,12.986400238953644,11.55191769900783,0.027937726990514496,1.4065448129552989,estimated_regional_daily_relative_pressure
2023-01-23,242297.8652774659,12.397927223663094,11.556466272590503,0.027937726990514496,0.8135232240820766,estimated_regional_daily_relative_pressure
2023-01-24,274573.5309295287,12.522978018304103,11.56340126887904,0.027937726990514496,0.9316390224345482,estimated_regional_daily_relative_pressure
2023-01-25,296959.40383908484,12.60135408848976,11.591152514848105,0.027937726990514496,0.982263846651141,estimated_regional_daily_relative_pressure
2023-01-26,294152.0118837296,12.591855359518542,11.606286345001644,0.027937726990514496,0.9576312875263834,estimated_regional_daily_relative_pressure
2023-01-27,310160.9312479646,12.64484979894383,11.680533254301704,0.027937726990514496,0.9363788176516127,estimated_regional_daily_relative_pressure
2023-01-28,157711.15409236774,11.968526840953844,11.74820622944605,0.027937726990514496,0.1923828845172802,estimated_regional_daily_relative_pressure
2023-01-29,148513.24386406492,11.90843615090156,11.749084010642473,0.027937726990514496,0.13141441326857178,estimated_regional_daily_relative_pressure
2023-01-30,52151.28142018789,10.861923206743135,11.723239206803184,0.027937726990514496,-0.8892537270505628,estimated_regional_daily_relative_pressure
2023-01-31,81134.76746160236,11.303879171998382,11.696598299274408,0.027937726990514496,-0.42065685426654026,estimated_regional_daily_relative_pressure
2023-02-01,61250.333003945416,11.022740891499877,11.69840557402371,0.01322556860246621,-0.6888902511262986,estimated_regional_daily_relative_pressure
2023-02-02,78722.68136006406,11.27369929587739,11.727587305328424,0.01322556860246621,-0.4671135780534991,estimated_regional_daily_relative_pressure
