date,region_code,prediction_q10,prediction_q50,prediction_q90,estimate_label,forecast_method,baseline_scale,visitor_estimate_q10,visitor_estimate_q50,visitor_estimate_q90,forecast_provenance
2026-01-01,BDH,0.042563277881735,0.042563277881735,0.14593523619251583,anchor_constrained_daily_visitor_forecast,dynamic_ridge,126542.83990327934,5386.078058747183,5386.078058747183,18467.05922975679,pressure_forecast_scaled_by_latest_available_region_anchor
2026-01-01,HGA,0.6452314696777319,0.9225897388927844,1.246705933007631,anchor_constrained_daily_visitor_forecast,dynamic_ridge,18777.81226850634,12116.03540734089,17324.216917778987,23410.409964050337,pressure_forecast_scaled_by_latest_available_region_anchor
2026-01-01,SHG,0.042563277881735,0.042563277881735,0.042563277881735,anchor_constrained_daily_visitor_forecast,dynamic_ridge,171189.26559227135,7286.376281773982,7286.376281773982,7286.376281773982,pressure_forecast_scaled_by_latest_available_region_anchor
2026-01-02,BDH,0.042563277881735,0.042563277881735,0.15574784603145675,anchor_constrained_daily_visitor_forecast,dynamic_ridge,126542.83990327934,5386.078058747183,5386.078058747183,19708.77474563923,pressure_forecast_scaled_by_latest_available_region_anchor
2026-01-02,HGA,0.6593195385291053,0.9390528184737816,1.265944410058645,anchor_constrained_daily_visitor_forecast,dynamic_ridge,18777.81226850634,12380.578519457771,17633.357535512434,23771.666474446243,pressure_forecast_scaled_by_latest_available_region_anchor
2026-01-02,SHG,0.042563277881735,0.042563277881735,0.042563277881735,anchor_constrained_daily_visitor_forecast,dynamic_ridge,171189.26559227135,7286.376281773982,7286.376281773982,7286.376281773982,pressure_forecast_scaled_by_latest_available_region_anchor
2026-01-03,BDH,0.042563277881735,0.18145812094825198,0.38063202785173633,anchor_constrained_daily_visitor_forecast,dynamic_ridge,126542.83990327934,5386.078058747183,22962.22594830455,48166.257762502835,pressure_forecast_scaled_by_latest_available_region_anchor
2026-01-03,HGA,0.9821881625822151,1.316351645450713,1.7068494538846193,anchor_constrained_daily_visitor_forecast,dynamic_ridge,18777.81226850634,18443.344929318017,24718.204077612903,32050.898615647948,pressure_forecast_scaled_by_latest_available_region_anchor
2026-01-03,SHG,0.042563277881735,0.054623729916298755,0.23241549830497676,anchor_constrained_daily_visitor_forecast,dynamic_ridge,171189.26559227135,7286.376281773982,9350.996208281766,39787.03846709076,pressure_forecast_scaled_by_latest_available_region_anchor
2026-01-04,BDH,0.05704779443474561,0.23524821920502917,0.4434902291860274,anchor_constrained_daily_visitor_forecast,dynamic_ridge,126542.83990327934,7218.9899179912045,29768.97774039357,56120.513070556124,pressure_forecast_scaled_by_latest_available_region_anchor
2026-01-04,HGA,1.0724343542484434,1.421811822495362,1.8300884375685222,anchor_constrained_daily_visitor_forecast,dynamic_ridge,18777.81226850634,20137.970974374093,26698.515483960764,34365.05711542579,pressure_forecast_scaled_by_latest_available_region_anchor
2026-01-04,SHG,0.042563277881735,0.10263923977677163,0.28852561306198,anchor_constrained_daily_visitor_forecast,dynamic_ridge,171189.26559227135,7286.376281773982,17570.73607833458,49392.48780464021,pressure_forecast_scaled_by_latest_available_region_anchor
2026-01-05,BDH,0.042563277881735,0.07680472160969536,0.2583358309840883,anchor_constrained_daily_visitor_forecast,dynamic_ridge,126542.83990327934,5386.078058747183,9719.087590471618,32690.549701500116,pressure_forecast_scaled_by_latest_available_region_anchor
2026-01-05,HGA,0.8066062052832288,1.111169532380711,1.4670770981625418,anchor_constrained_daily_visitor_forecast,dynamic_ridge,18777.81226850634,15146.299897420757,20865.332877528966,27548.498332721258,pressure_forecast_scaled_by_latest_available_region_anchor
2026-01-05,SHG,0.042563277881735,0.042563277881735,0.1232483014248885,anchor_constrained_daily_visitor_forecast,dynamic_ridge,171189.26559227135,7286.376281773982,7286.376281773982,21098.78620642155,pressure_forecast_scaled_by_latest_available_region_anchor
2026-01-06,BDH,0.042563277881735,0.042563277881735,0.20779534573993086,anchor_constrained_daily_visitor_forecast,dynamic_ridge,126542.83990327934,5386.078058747183,5386.078058747183,26295.01316861465,pressure_forecast_scaled_by_latest_available_region_anchor
2026-01-06,HGA,0.7340446902950455,1.0263753701452156,1.367988070729881,anchor_constrained_daily_visitor_forecast,dynamic_ridge,18777.81226850634,13783.75339105424,19273.084017605564,25687.82317772188,pressure_forecast_scaled_by_latest_available_region_anchor
2026-01-06,SHG,0.042563277881735,0.042563277881735,0.07813354524784105,anchor_constrained_daily_visitor_forecast,dynamic_ridge,171189.26559227135,7286.376281773982,7286.376281773982,13375.624229098412,pressure_forecast_scaled_by_latest_available_region_anchor
2026-01-07,BDH,0.042563277881735,0.042563277881735,0.2002657439007566,anchor_constrained_daily_visitor_forecast,dynamic_ridge,126542.83990327934,5386.078058747183,5386.078058747183,25342.195968544584,pressure_forecast_scaled_by_latest_available_region_anchor
2026-01-07,HGA,0.7232343604363414,1.013742601052571,1.353225629894685,anchor_constrained_daily_visitor_forecast,dynamic_ridge,18777.81226850634,13580.759046406867,19035.868251152493,25410.616835093635,pressure_forecast_scaled_by_latest_available_region_anchor
2026-01-07,SHG,0.042563277881735,0.042563277881735,0.0714122771507196,anchor_constrained_daily_visitor_forecast,dynamic_ridge,171189.26559227135,7286.376281773982,7286.376281773982,12225.015279703428,pressure_forecast_scaled_by_latest_available_region_anchor
2026-01-08,BDH,0.042563277881735,0.042563277881735,0.1925816465566426,anchor_constrained_daily_visitor_forecast,dynamic_ridge,126542.83990327934,5386.078058747183,5386.078058747183,24369.82846852715,pressure_forecast_scaled_by_latest_available_region_anchor
2026-01-08,HGA,0.7122022197294999,1.000850627544947,1.3381602871531615,anchor_constrained_daily_visitor_forecast,dynamic_ridge,18777.81226850634,13373.599579294052,18793.785192855772,25127.7226573326,pressure_forecast_scaled_by_latest_available_region_anchor
2026-01-08,SHG,0.042563277881735,0.042563277881735,0.06455309927686892,anchor_constrained_daily_visitor_forecast,dynamic_ridge,171189.26559227135,7286.376281773982,7286.376281773982,11050.797656912173,pressure_forecast_scaled_by_latest_available_region_anchor
2026-01-09,BDH,0.042563277881735,0.042563277881735,0.20727976398736367,anchor_constrained_daily_visitor_forecast,dynamic_ridge,126542.83990327934,5386.078058747183,5386.078058747183,26229.769989442488,pressure_forecast_scaled_by_latest_available_region_anchor
2026-01-09,HGA,0.733304464060853,1.0255103542562378,1.3669772277556378,anchor_constrained_daily_visitor_forecast,dynamic_ridge,18777.81226850634,13769.853561792352,19256.840911633066,25668.8417581186,pressure_forecast_scaled_by_latest_available_region_anchor
2026-01-09,SHG,0.042563277881735,0.042563277881735,0.07767331331805183,anchor_constrained_daily_visitor_forecast,dynamic_ridge,171189.26559227135,7286.376281773982,7286.376281773982,13296.837463035681,pressure_forecast_scaled_by_latest_available_region_anchor
2026-01-10,BDH,0.05770438707739035,0.2360155022899002,0.44438686325423427,anchor_constrained_daily_visitor_forecast,dynamic_ridge,126542.83990327934,7302.077015651068,29866.0719209629,56233.975691901054,pressure_forecast_scaled_by_latest_available_region_anchor
2026-01-10,HGA,1.0737216613659908,1.4233161478748695,1.8318463668276586,anchor_constrained_daily_visitor_forecast,dynamic_ridge,18777.81226850634,20162.143785759312,26726.763423527907,34398.06718103517,pressure_forecast_scaled_by_latest_available_region_anchor
2026-01-10,SHG,0.042563277881735,0.10332415186508069,0.28932598977327917,anchor_constrained_daily_visitor_forecast,dynamic_ridge,171189.26559227135,7286.376281773982,17687.985675727476,49529.50370604467,pressure_forecast_scaled_by_latest_available_region_anchor
2026-01-11,BDH,0.042563277881735,0.21603128122589257,0.42103363967107976,anchor_constrained_daily_visitor_forecast,dynamic_ridge,126542.83990327934,5386.078058747183,27337.21183426844,53278.79245879245,pressure_forecast_scaled_by_latest_available_region_anchor
2026-01-11,HGA,1.0401931886007363,1.3841353402576586,1.7860603360625542,anchor_constrained_daily_visitor_forecast,dynamic_ridge,18777.81226850634,19532.552418523635,25991.033573563458,33538.30569080799,pressure_forecast_scaled_by_latest_available_region_anchor
2026-01-11,SHG,0.042563277881735,0.08548531916817574,0.2684798308412399,anchor_constrained_daily_visitor_forecast,dynamic_ridge,171189.26559227135,7286.376281773982,14634.169007320921,45960.8650680491,pressure_forecast_scaled_by_latest_available_region_anchor
