date,region_code,observed_visitor_index,is_summer,is_holiday,is_weekend,regime,日均气温_℃,日降水量_mm,theme_attraction_lag_1,theme_coastal_resort_lag_1,theme_destination_lag_1,pressure_index,uncertainty_proxy,estimate_label,calibration_year,baseline_scale,conservative_scale,high_scale,scale_anchor_count,scale_interval_method,scale_source_year,visitor_estimate_baseline,visitor_estimate_conservative,visitor_estimate_high
2023-01-01,BDH,,0,1,1,high_pressure,-3.66,0.0,-0.5240316929332003,0.5235369672000489,-0.4884142857796322,1.3232952221309096,0.4456113029154758,anchor_constrained_estimate,2023,25123.554997172723,20098.84399773818,30148.265996607268,1.0,single_anchor_scenario,2023.0,33245.8802907018,26596.704232561442,39895.05634884216
2023-01-01,HGA,,0,1,1,high_pressure,-3.66,0.0,-0.5240316929332003,0.5235369672000489,-0.4884142857796322,1.955370734881968,0.4456113029154758,anchor_constrained_estimate,2023,14456.533357337627,11565.226685870102,17347.840028805153,1.0,single_anchor_scenario,2023.0,28267.88225478296,22614.30580382637,33921.458705739555
2023-01-01,SHG,,0,1,1,high_pressure,-3.66,0.0,-0.5240316929332003,0.5235369672000489,-0.4884142857796322,0.567265292539249,0.4456113029154758,anchor_constrained_estimate,2023,65233.932464418875,52187.1459715351,78280.71895730264,1.0,single_anchor_scenario,2023.0,37004.94578291418,29603.956626331346,44405.93493949701
2023-01-02,BDH,,0,1,0,high_pressure,-4.25,0.1,-0.9719698461128,0.4206535730714592,-0.8074981361306696,0.907157885399805,0.4456113029154758,anchor_constrained_estimate,2023,25123.554997172723,20098.84399773818,30148.265996607268,1.0,single_anchor_scenario,2023.0,22791.031024960914,18232.82481996873,27349.237229953094
2023-01-02,HGA,,0,1,0,high_pressure,-4.25,0.1,-0.9719698461128,0.4206535730714592,-0.8074981361306696,1.4260191075244988,0.4456113029154758,anchor_constrained_estimate,2023,14456.533357337627,11565.226685870102,17347.840028805153,1.0,single_anchor_scenario,2023.0,20615.29279612875,16492.234236903,24738.351355354498
2023-01-02,SHG,,0,1,0,high_pressure,-4.25,0.1,-0.9719698461128,0.4206535730714592,-0.8074981361306696,0.2865443585073751,0.4456113029154758,anchor_constrained_estimate,2023,65233.932464418875,52187.1459715351,78280.71895730264,1.0,single_anchor_scenario,2023.0,18692.415330930336,14953.93226474427,22430.8983971164
2023-01-03,BDH,,0,0,0,normal,-5.47,0.0,-0.8340627653045325,-0.0106788275599011,-0.8610633153848404,0.4705871141518647,0.4456113029154758,anchor_constrained_estimate,2023,25123.554997172723,20098.84399773818,30148.265996607268,1.0,single_anchor_scenario,2023.0,11822.82124335517,9458.256994684138,14187.385492026206
2023-01-03,HGA,,0,0,0,normal,-5.47,0.0,-0.8340627653045325,-0.0106788275599011,-0.8610633153848404,0.8706749270859817,0.4456113029154758,anchor_constrained_estimate,2023,14456.533357337627,11565.226685870102,17347.840028805153,1.0,single_anchor_scenario,2023.0,12586.941126816,10069.552901452802,15104.3293521792
2023-01-03,SHG,,0,0,0,normal,-5.47,0.0,-0.8340627653045325,-0.0106788275599011,-0.8610633153848404,0.0,0.4456113029154758,anchor_constrained_estimate,2023,65233.932464418875,52187.1459715351,78280.71895730264,1.0,single_anchor_scenario,2023.0,0.0,0.0,0.0
2023-01-04,BDH,,0,0,0,normal,-3.77,0.0,-0.9231932583953956,0.1032911156963526,-0.6772920714230928,0.515547556127991,0.4456113029154758,anchor_constrained_estimate,2023,25123.554997172723,20098.84399773818,30148.265996607268,1.0,single_anchor_scenario,2023.0,12952.387380039572,10361.909904031658,15542.864856047487
