date,region_code,observed_visitor_index,is_summer,is_holiday,is_weekend,regime,日均气温_℃,日降水量_mm,theme_attraction_lag_1,theme_coastal_resort_lag_1,theme_destination_lag_1,pressure_index,uncertainty_proxy,estimate_label
2021-12-22,BDH,,0,0,0,normal,-3.6,0.0,-0.7880816759311278,-0.6264842344830881,-0.5669460204760176,0.5880910853454526,0.44561130291547574,relative_pressure_index
2021-12-22,HGA,,0,0,0,normal,-3.6,0.0,-0.7880816759311278,-0.6264842344830881,-0.5669460204760176,1.0201470193065316,0.44561130291547574,relative_pressure_index
2021-12-22,SHG,0.1,0,0,0,normal,-3.6,0.0,-0.7880816759311278,-0.6264842344830881,-0.5669460204760176,0.07130596910110637,0.44561130291547574,relative_pressure_index
2021-12-22,其他_昌黎,,0,0,0,normal,-3.6,0.0,-0.7880816759311278,-0.6264842344830881,-0.5669460204760176,0.9600816926621196,0.44561130291547574,relative_pressure_index
2021-12-26,BDH,,0,0,1,normal,-8.12,0.0,-0.7720614256973104,-0.6767063582421352,-0.9578029066512714,0.6902439095728694,0.44561130291547574,relative_pressure_index
2021-12-26,HGA,,0,0,1,normal,-8.12,0.0,-0.7720614256973104,-0.6767063582421352,-0.9578029066512714,1.1500915327422145,0.44561130291547574,relative_pressure_index
2021-12-26,SHG,0.11,0,0,1,normal,-8.12,0.0,-0.7720614256973104,-0.6767063582421352,-0.9578029066512714,0.14021696001669506,0.44561130291547574,relative_pressure_index
2021-12-26,其他_昌黎,,0,0,1,normal,-8.12,0.0,-0.7720614256973104,-0.6767063582421352,-0.9578029066512714,1.0861625468836116,0.44561130291547574,relative_pressure_index
2021-12-29,BDH,,0,0,0,normal,-2.59,0.0,-0.9684954995787344,-0.5619832716160766,-0.6020993980297777,0.5813591612185944,0.44561130291547574,relative_pressure_index
2021-12-29,HGA,,0,0,0,normal,-2.59,0.0,-0.9684954995787344,-0.5619832716160766,-0.6020993980297777,1.0115836084388787,0.44561130291547574,relative_pressure_index
2021-12-29,SHG,0.23,0,0,0,normal,-2.59,0.0,-0.9684954995787344,-0.5619832716160766,-0.6020993980297777,0.06676469903971691,0.44561130291547574,relative_pressure_index
2021-12-29,其他_昌黎,,0,0,0,normal,-2.59,0.0,-0.9684954995787344,-0.5619832716160766,-0.6020993980297777,0.9517728989416543,0.44561130291547574,relative_pressure_index
2021-12-30,BDH,,0,0,0,normal,-3.33,0.0,-0.7886004607324821,-0.4827110958787572,-0.8339461918500322,0.5263241872520068,0.44561130291547574,relative_pressure_index
2021-12-30,HGA,,0,0,0,normal,-3.33,0.0,-0.7886004607324821,-0.4827110958787572,-0.8339461918500322,0.9415758238463279,0.44561130291547574,relative_pressure_index
2021-12-30,SHG,0.1,0,0,0,normal,-3.33,0.0,-0.7886004607324821,-0.4827110958787572,-0.8339461918500322,0.029638808299700486,0.44561130291547574,relative_pressure_index
2021-12-30,其他_昌黎,,0,0,0,normal,-3.33,0.0,-0.7886004607324821,-0.4827110958787572,-0.8339461918500322,0.8838466660426267,0.44561130291547574,relative_pressure_index
2022-01-09,BDH,0.24,0,0,1,normal,-3.68,0.0,-0.4356267204684034,-0.537186406468632,-0.6185159453285951,0.827567281029661,0.44561130291547574,relative_pressure_index
2022-01-09,HGA,,0,0,1,normal,-3.68,0.0,-0.4356267204684034,-0.537186406468632,-0.6185159453285951,1.3247750896801445,0.44561130291547574,relative_pressure_index
2022-01-09,SHG,,0,0,1,normal,-3.68,0.0,-0.4356267204684034,-0.537186406468632,-0.6185159453285951,0.2328535530284541,0.44561130291547574,relative_pressure_index
2022-01-09,其他_昌黎,,0,0,1,normal,-3.68,0.0,-0.4356267204684034,-0.537186406468632,-0.6185159453285951,1.2556522120866291,0.44561130291547574,relative_pressure_index
