date,pressure_index,log_pressure,trend_component,seasonal_component,random_component,series_scope
2023-01-01,503029.5786603957,13.128406239799482,11.196143523513097,0.028052238914377803,1.9042104773720068,estimated_regional_daily_relative_pressure
2023-01-02,161023.37098734488,11.98931100510313,11.173470108663011,0.028052238914377803,0.7877886575257405,estimated_regional_daily_relative_pressure
2023-01-03,40618.44698915731,10.612002220791512,11.153460127371511,0.028052238914377803,-0.5695101454943776,estimated_regional_daily_relative_pressure
2023-01-04,44439.58085016637,10.701908314103935,11.135097099231514,0.028052238914377803,-0.4612410240419562,estimated_regional_daily_relative_pressure
2023-01-05,46839.90916224925,10.754512227477367,11.11625603362657,0.028052238914377803,-0.3897960450635809,estimated_regional_daily_relative_pressure
2023-01-06,48964.60549440158,10.7988734019398,11.21210783173007,0.028052238914377803,-0.44128666870464794,estimated_regional_daily_relative_pressure
2023-01-07,120098.1350455406,11.696072806089939,11.292970402702363,0.028052238914377803,0.3750501644731985,estimated_regional_daily_relative_pressure
2023-01-08,111446.10740913649,11.621305384319609,11.341084732625061,0.028052238914377803,0.2521684127801693,estimated_regional_daily_relative_pressure
2023-01-09,45568.07217307055,10.726984523573813,11.390459453184329,0.028052238914377803,-0.6915271685248934,estimated_regional_daily_relative_pressure
2023-01-10,47547.84743162284,10.769512828597176,11.439015043952722,0.028052238914377803,-0.6975544542699241,estimated_regional_daily_relative_pressure
2023-01-11,47910.66661539397,10.777114315650637,11.483518326955181,0.028052238914377803,-0.7344562502189218,estimated_regional_daily_relative_pressure
2023-01-12,45786.63932769985,10.731769450002448,11.526699070572308,0.028052238914377803,-0.822981859484238,estimated_regional_daily_relative_pressure
2023-01-13,48623.87219093828,10.791890452453298,11.542609444350079,0.028052238914377803,-0.7787712308111585,estimated_regional_daily_relative_pressure
2023-01-14,113793.98110263945,11.642153696913054,11.555397450208556,0.028052238914377803,0.058704007790120194,estimated_regional_daily_relative_pressure
2023-01-15,112301.95994028027,11.62895549781712,11.53226735232301,0.028052238914377803,0.06863590657973173,estimated_regional_daily_relative_pressure
2023-01-16,47453.37544945427,10.767524011577224,11.524728949817783,0.028052238914377803,-0.7852571771549366,estimated_regional_daily_relative_pressure
2023-01-17,49546.91553993527,10.81069547106166,11.456659129064162,0.028052238914377803,-0.6740158969168801,estimated_regional_daily_relative_pressure
2023-01-18,49675.658079622626,10.813290445416014,11.433795745490574,0.028052238914377803,-0.6485575389889382,estimated_regional_daily_relative_pressure
2023-01-19,49243.97410244185,10.80456259271153,11.437813246266531,0.028052238914377803,-0.6613028924693785,estimated_regional_daily_relative_pressure
2023-01-20,47016.529870999846,10.758275787132666,11.472985735017451,0.028052238914377803,-0.7427621867991627,estimated_regional_daily_relative_pressure
2023-01-21,503400.72773051105,13.12914379380005,11.507164148955873,0.028052238914377803,1.5939274059297999,estimated_regional_daily_relative_pressure
2023-01-22,438485.53927661985,12.991084393120515,11.553070100510032,0.028052238914377803,1.4099620536961046,estimated_regional_daily_relative_pressure
2023-01-23,242703.51407017486,12.3995999909244,11.55733989670935,0.028052238914377803,0.8142078553006735,estimated_regional_daily_relative_pressure
2023-01-24,275426.03480314015,12.526078026047509,11.564156493433703,0.028052238914377803,0.933869293699428,estimated_regional_daily_relative_pressure
2023-01-25,297850.17333394464,12.604349222394196,11.592157245451265,0.028052238914377803,0.9841397380285537,estimated_regional_daily_relative_pressure
2023-01-26,295403.3580497998,12.59610040201663,11.607458879239928,0.028052238914377803,0.9605892838623236,estimated_regional_daily_relative_pressure
2023-01-27,311574.9490349174,12.64939840461762,11.681896449565048,0.028052238914377803,0.9394497161381947,estimated_regional_daily_relative_pressure
2023-01-28,158289.86484670482,11.972189536349898,11.749708256551795,0.028052238914377803,0.19442904088372526,estimated_regional_daily_relative_pressure
2023-01-29,149261.47528276214,11.913461614245861,11.75061861706616,0.028052238914377803,0.13479075826532405,estimated_regional_daily_relative_pressure
2023-01-30,52128.92888847691,10.861494513642228,11.724579199916656,0.028052238914377803,-0.8911369251888059,estimated_regional_daily_relative_pressure
2023-01-31,80705.70002463378,11.298576874660993,11.697827199952243,0.028052238914377803,-0.42730256420562807,estimated_regional_daily_relative_pressure
2023-02-01,60975.376425737486,11.018241796437172,11.699673044094236,0.013391090091660791,-0.6948223377487254,estimated_regional_daily_relative_pressure
2023-02-02,79263.53757287696,11.280546114321965,11.728720935753113,0.013391090091660791,-0.4615659115228095,estimated_regional_daily_relative_pressure
2023-02-03,46005.81169553397,10.736544744846116,11.76632765472856,0.013391090091660791,-1.0431739999741048,estimated_regional_daily_relative_pressure
2023-02-04,132223.361281845,11.792255465382487,11.8107233678463,0.013391090091660791,-0.03185899255547404,estimated_regional_daily_relative_pressure
2023-02-05,135135.82458005153,11.814043059568384,11.813896019825833,0.013391090091660791,-0.013244050349110088,estimated_regional_daily_relative_pressure
2023-02-06,203201.41919825645,12.221957900118824,11.739385923726434,0.013391090091660791,0.46918088630072846,estimated_regional_daily_relative_pressure
2023-02-07,137094.97243384903,11.828436488268782,11.703549606259319,0.013391090091660791,0.11149579191780207,estimated_regional_daily_relative_pressure
2023-02-08,137669.7002901877,11.83261988277455,11.666368323779732,0.013391090091660791,0.1528604689031567,estimated_regional_daily_relative_pressure
2023-02-09,108553.52237531733,11.595007836118185,11.617887351479457,0.013391090091660791,-0.03627060545293232,estimated_regional_daily_relative_pressure
2023-02-10,76408.58886977597,11.243863476045746,11.603454361879734,0.013391090091660791,-0.372981975925649,estimated_regional_daily_relative_pressure
2023-02-11,481507.41934624565,13.08467899572943,11.591856233296143,0.013391090091660791,1.4794316723416259,estimated_regional_daily_relative_pressure
2023-02-12,374719.4148902362,12.83393546659155,11.555512690183503,0.013391090091660791,1.2650316863163855,estimated_regional_daily_relative_pressure
2023-02-13,50015.66997767992,10.8201116283986,11.521216104870222,0.013391090091660791,-0.714495566563283,estimated_regional_daily_relative_pressure
2023-02-14,50762.44385034854,10.834931765278453,11.495283241348522,0.013391090091660791,-0.6737425661617299,estimated_regional_daily_relative_pressure
2023-02-15,49002.32828258043,10.799643498920318,11.50060557660887,0.013391090091660791,-0.7143531677802121,estimated_regional_daily_relative_pressure
2023-02-16,50247.96255210678,10.824745179978978,11.48784222891555,0.013391090091660791,-0.6764881390282335,estimated_regional_daily_relative_pressure
2023-02-17,121926.28390934596,11.711180112486845,11.519030527238511,0.013391090091660791,0.17875849515667314,estimated_regional_daily_relative_pressure
