date,region_code,pressure_index,estimate_label,projection_source
2023-01-01,BDH,0.5758592809820924,censored_likelihood_pressure_index,joint_covariate_region_mean
2023-01-01,HGA,2.1594159910815383,censored_likelihood_pressure_index,joint_covariate_region_mean
2023-01-01,SHG,0.2700788005880679,censored_likelihood_pressure_index,joint_covariate_region_mean
2023-01-02,BDH,0.2090837242027409,censored_likelihood_pressure_index,joint_covariate_region_mean
2023-01-02,HGA,1.4240733286933436,censored_likelihood_pressure_index,joint_covariate_region_mean
2023-01-02,SHG,0.0,censored_likelihood_pressure_index,joint_covariate_region_mean
2023-01-03,BDH,0.0,censored_likelihood_pressure_index,joint_covariate_region_mean
2023-01-03,HGA,0.7378001034408559,censored_likelihood_pressure_index,joint_covariate_region_mean
2023-01-03,SHG,0.0,censored_likelihood_pressure_index,joint_covariate_region_mean
2023-01-04,BDH,0.0,censored_likelihood_pressure_index,joint_covariate_region_mean
2023-01-04,HGA,0.807319456565837,censored_likelihood_pressure_index,joint_covariate_region_mean
2023-01-04,SHG,0.0,censored_likelihood_pressure_index,joint_covariate_region_mean
2023-01-05,BDH,0.0,censored_likelihood_pressure_index,joint_covariate_region_mean
2023-01-05,HGA,0.8519225331579763,censored_likelihood_pressure_index,joint_covariate_region_mean
2023-01-05,SHG,0.0,censored_likelihood_pressure_index,joint_covariate_region_mean
2023-01-06,BDH,0.0,censored_likelihood_pressure_index,joint_covariate_region_mean
2023-01-06,HGA,0.8911507572339328,censored_likelihood_pressure_index,joint_covariate_region_mean
2023-01-06,SHG,0.0,censored_likelihood_pressure_index,joint_covariate_region_mean
2023-01-07,BDH,0.1285422931798242,censored_likelihood_pressure_index,joint_covariate_region_mean
2023-01-07,HGA,1.2625970546444267,censored_likelihood_pressure_index,joint_covariate_region_mean
2023-01-07,SHG,0.0,censored_likelihood_pressure_index,joint_covariate_region_mean
2023-01-08,BDH,0.11203963751336922,censored_likelihood_pressure_index,joint_covariate_region_mean
2023-01-08,HGA,1.2295111345771113,censored_likelihood_pressure_index,joint_covariate_region_mean
2023-01-08,SHG,0.0,censored_likelihood_pressure_index,joint_covariate_region_mean
2023-01-09,BDH,0.0,censored_likelihood_pressure_index,joint_covariate_region_mean
2023-01-09,HGA,0.8304143635934182,censored_likelihood_pressure_index,joint_covariate_region_mean
2023-01-09,SHG,0.0,censored_likelihood_pressure_index,joint_covariate_region_mean
2023-01-10,BDH,0.0,censored_likelihood_pressure_index,joint_covariate_region_mean
2023-01-10,HGA,0.8650325286479998,censored_likelihood_pressure_index,joint_covariate_region_mean
2023-01-10,SHG,0.0,censored_likelihood_pressure_index,joint_covariate_region_mean
2023-01-11,BDH,0.0,censored_likelihood_pressure_index,joint_covariate_region_mean
2023-01-11,HGA,0.8721912962074998,censored_likelihood_pressure_index,joint_covariate_region_mean
2023-01-11,SHG,0.0,censored_likelihood_pressure_index,joint_covariate_region_mean
2023-01-12,BDH,0.0,censored_likelihood_pressure_index,joint_covariate_region_mean
2023-01-12,HGA,0.8328529070992352,censored_likelihood_pressure_index,joint_covariate_region_mean
2023-01-12,SHG,0.0,censored_likelihood_pressure_index,joint_covariate_region_mean
2023-01-13,BDH,0.0,censored_likelihood_pressure_index,joint_covariate_region_mean
2023-01-13,HGA,0.8852728563694965,censored_likelihood_pressure_index,joint_covariate_region_mean
2023-01-13,SHG,0.0,censored_likelihood_pressure_index,joint_covariate_region_mean
2023-01-14,BDH,0.11606262791015876,censored_likelihood_pressure_index,joint_covariate_region_mean
2023-01-14,HGA,1.2375767660360721,censored_likelihood_pressure_index,joint_covariate_region_mean
2023-01-14,SHG,0.0,censored_likelihood_pressure_index,joint_covariate_region_mean
2023-01-15,BDH,0.11372641975219815,censored_likelihood_pressure_index,joint_covariate_region_mean
2023-01-15,HGA,1.2328929382972422,censored_likelihood_pressure_index,joint_covariate_region_mean
2023-01-15,SHG,0.0,censored_likelihood_pressure_index,joint_covariate_region_mean
2023-01-16,BDH,0.0,censored_likelihood_pressure_index,joint_covariate_region_mean
2023-01-16,HGA,0.8649106058104603,censored_likelihood_pressure_index,joint_covariate_region_mean
2023-01-16,SHG,0.0,censored_likelihood_pressure_index,joint_covariate_region_mean
2023-01-17,BDH,0.0,censored_likelihood_pressure_index,joint_covariate_region_mean
2023-01-17,HGA,0.9020688711724081,censored_likelihood_pressure_index,joint_covariate_region_mean
2023-01-17,SHG,0.0,censored_likelihood_pressure_index,joint_covariate_region_mean
2023-01-18,BDH,0.0,censored_likelihood_pressure_index,joint_covariate_region_mean
2023-01-18,HGA,0.905166627811882,censored_likelihood_pressure_index,joint_covariate_region_mean
2023-01-18,SHG,0.0,censored_likelihood_pressure_index,joint_covariate_region_mean
2023-01-19,BDH,0.0,censored_likelihood_pressure_index,joint_covariate_region_mean
2023-01-19,HGA,0.89786151966905,censored_likelihood_pressure_index,joint_covariate_region_mean
2023-01-19,SHG,0.0,censored_likelihood_pressure_index,joint_covariate_region_mean
2023-01-20,BDH,0.0,censored_likelihood_pressure_index,joint_covariate_region_mean
2023-01-20,HGA,0.8569520322984301,censored_likelihood_pressure_index,joint_covariate_region_mean
2023-01-20,SHG,0.0,censored_likelihood_pressure_index,joint_covariate_region_mean
