date,region_code,observed_visitor_index,is_summer,is_holiday,is_weekend,regime,日均气温_℃,日降水量_mm,theme_attraction_lag_1,theme_coastal_resort_lag_1,theme_destination_lag_1,pressure_index,uncertainty_proxy,estimate_label
2023-01-01,BDH,,0,1,1,high_pressure,-3.66,0.0,-0.5240316929332003,0.5235369672000489,-0.4884142857796322,1.3232952221309096,0.4456113029154758,relative_pressure_index
2023-01-01,HGA,,0,1,1,high_pressure,-3.66,0.0,-0.5240316929332003,0.5235369672000489,-0.4884142857796322,1.9553707348819676,0.4456113029154758,relative_pressure_index
2023-01-01,SHG,,0,1,1,high_pressure,-3.66,0.0,-0.5240316929332003,0.5235369672000489,-0.4884142857796322,0.567265292539249,0.4456113029154758,relative_pressure_index
2023-01-02,BDH,,0,1,0,high_pressure,-4.25,0.1,-0.9719698461128,0.4206535730714592,-0.8074981361306696,0.907157885399805,0.4456113029154758,relative_pressure_index
2023-01-02,HGA,,0,1,0,high_pressure,-4.25,0.1,-0.9719698461128,0.4206535730714592,-0.8074981361306696,1.4260191075244988,0.4456113029154758,relative_pressure_index
2023-01-02,SHG,,0,1,0,high_pressure,-4.25,0.1,-0.9719698461128,0.4206535730714592,-0.8074981361306696,0.28654435850737514,0.4456113029154758,relative_pressure_index
2023-01-03,BDH,,0,0,0,normal,-5.47,0.0,-0.8340627653045325,-0.0106788275599011,-0.8610633153848404,0.4705871141518647,0.4456113029154758,relative_pressure_index
2023-01-03,HGA,,0,0,0,normal,-5.47,0.0,-0.8340627653045325,-0.0106788275599011,-0.8610633153848404,0.8706749270859817,0.4456113029154758,relative_pressure_index
2023-01-03,SHG,,0,0,0,normal,-5.47,0.0,-0.8340627653045325,-0.0106788275599011,-0.8610633153848404,0.0,0.4456113029154758,relative_pressure_index
2023-01-04,BDH,,0,0,0,normal,-3.77,0.0,-0.9231932583953956,0.1032911156963526,-0.6772920714230928,0.515547556127991,0.4456113029154758,relative_pressure_index
2023-01-04,HGA,,0,0,0,normal,-3.77,0.0,-0.9231932583953956,0.1032911156963526,-0.6772920714230928,0.92786730331862,0.4456113029154758,relative_pressure_index
2023-01-04,SHG,,0,0,0,normal,-3.77,0.0,-0.9231932583953956,0.1032911156963526,-0.6772920714230928,0.022369030541673267,0.4456113029154758,relative_pressure_index
2023-01-05,BDH,0.22,0,0,0,normal,-1.33,0.0,-0.5570498879729173,-0.2158247254211578,-0.6678216756924509,0.574329426455261,0.4456113029154758,relative_pressure_index
2023-01-05,HGA,,0,0,0,normal,-1.33,0.0,-0.5570498879729173,-0.2158247254211578,-0.6678216756924509,1.0026413645967658,0.4456113029154758,relative_pressure_index
2023-01-05,SHG,,0,0,0,normal,-1.33,0.0,-0.5570498879729173,-0.2158247254211578,-0.6678216756924509,0.06202252972546409,0.4456113029154758,relative_pressure_index
2023-01-06,BDH,,0,0,0,normal,0.21,0.0,-0.3878535775363044,-0.3788894134647209,-0.626478705039171,0.6157659077385822,0.4456113029154758,relative_pressure_index
2023-01-06,HGA,,0,0,0,normal,0.21,0.0,-0.3878535775363044,-0.3788894134647209,-0.626478705039171,1.055351051671701,0.4456113029154758,relative_pressure_index
2023-01-06,SHG,,0,0,0,normal,0.21,0.0,-0.3878535775363044,-0.3788894134647209,-0.626478705039171,0.08997505092969461,0.4456113029154758,relative_pressure_index
2023-01-07,BDH,,0,0,1,normal,-1.87,0.0,-0.6197667927857331,-0.3815194890783268,-0.6435588474076193,0.8257853181688108,0.4456113029154758,relative_pressure_index
2023-01-07,HGA,7.31,0,0,1,normal,-1.87,0.0,-0.6197667927857331,-0.3815194890783268,-0.6435588474076193,1.3225083261455728,0.4456113029154758,relative_pressure_index
2023-01-07,SHG,0.2,0,0,1,normal,-1.87,0.0,-0.6197667927857331,-0.3815194890783268,-0.6435588474076193,0.2316514636349871,0.4456113029154758,relative_pressure_index
2023-01-08,BDH,,0,0,1,normal,0.86,0.0,-1.188009318365984,-0.669074422832567,-0.7567197575180327,0.829213851155745,0.4456113029154758,relative_pressure_index
2023-01-08,HGA,,0,0,1,normal,0.86,0.0,-1.188009318365984,-0.669074422832567,-0.7567197575180327,1.32686962554336,0.4456113029154758,relative_pressure_index
2023-01-08,SHG,0.15500000000000003,0,0,1,normal,0.86,0.0,-1.188009318365984,-0.669074422832567,-0.7567197575180327,0.23396430821175984,0.4456113029154758,relative_pressure_index
2023-01-09,BDH,,0,0,0,normal,-1.35,0.0,-1.1125652695930954,-0.6681977309613651,-0.7640825108701692,0.5617007422218954,0.4456113029154758,relative_pressure_index
2023-01-09,HGA,,0,0,0,normal,-1.35,0.0,-1.1125652695930954,-0.6681977309613651,-0.7640825108701692,0.9865769215385469,0.4456113029154758,relative_pressure_index
2023-01-09,SHG,,0,0,0,normal,-1.35,0.0,-1.1125652695930954,-0.6681977309613651,-0.7640825108701692,0.053503380587268064,0.4456113029154758,relative_pressure_index
2023-01-10,BDH,,0,0,0,normal,-0.38,0.0,-0.636968408530634,-0.2333585628451969,-0.6447046391702926,0.5878016425650845,0.4456113029154758,relative_pressure_index
2023-01-10,HGA,,0,0,0,normal,-0.38,0.0,-0.636968408530634,-0.2333585628451969,-0.6447046391702926,1.0197788307464442,0.4456113029154758,relative_pressure_index
2023-01-10,SHG,,0,0,0,normal,-0.38,0.0,-0.636968408530634,-0.2333585628451969,-0.6447046391702926,0.07111071469713055,0.4456113029154758,relative_pressure_index
2023-01-11,BDH,,0,0,0,normal,0.75,0.0,-0.5473806296434671,-0.4069435533431834,-0.6740283054400095,0.6074651897468237,0.4456113029154758,relative_pressure_index
2023-01-11,HGA,,0,0,0,normal,0.75,0.0,-0.5473806296434671,-0.4069435533431834,-0.6740283054400095,1.044792041005441,0.4456113029154758,relative_pressure_index
2023-01-11,SHG,,0,0,0,normal,0.75,0.0,-0.5473806296434671,-0.4069435533431834,-0.6740283054400095,0.08437549255772528,0.4456113029154758,relative_pressure_index
2023-01-12,BDH,,0,0,0,normal,3.02,5.1,-0.0866375428912561,-0.4902292811073688,-0.7078205391790257,0.584164747345971,0.4456113029154758,relative_pressure_index
2023-01-12,HGA,,0,0,0,normal,3.02,5.1,-0.0866375428912561,-0.4902292811073688,-0.7078205391790257,1.0151524821042162,0.4456113029154758,relative_pressure_index
2023-01-12,SHG,0.17,0,0,0,normal,3.02,5.1,-0.0866375428912561,-0.4902292811073688,-0.7078205391790257,0.06865731161894124,0.4456113029154758,relative_pressure_index
2023-01-13,BDH,,0,0,0,normal,1.7,0.8,-0.1986185714829562,-0.5323104909250626,-0.6736819502443072,0.6282242808796124,0.4456113029154758,relative_pressure_index
2023-01-13,HGA,,0,0,0,normal,1.7,0.8,-0.1986185714829562,-0.5323104909250626,-0.6736819502443072,1.0711988488153934,0.4456113029154758,relative_pressure_index
2023-01-13,SHG,,0,0,0,normal,1.7,0.8,-0.1986185714829562,-0.5323104909250626,-0.6736819502443072,0.09837931037956807,0.4456113029154758,relative_pressure_index
2023-01-14,BDH,,0,0,1,normal,-7.32,0.0,-0.901502259065239,-0.6243631374012675,-0.656748637309829,0.761455698350489,0.4456113029154758,relative_pressure_index
2023-01-14,HGA,,0,0,1,normal,-7.32,0.0,-0.901502259065239,-0.6243631374012675,-0.656748637309829,1.240677195092509,0.4456113029154758,relative_pressure_index
2023-01-14,SHG,,0,0,1,normal,-7.32,0.0,-0.901502259065239,-0.6243631374012675,-0.656748637309829,0.18825552347933686,0.4456113029154758,relative_pressure_index
2023-01-15,BDH,,0,0,1,normal,-7.8,0.0,-0.94050900393279,-1.0232579387981555,-0.7249320451767882,0.7647051972676131,0.4456113029154758,relative_pressure_index
2023-01-15,HGA,,0,0,1,normal,-7.8,0.0,-0.94050900393279,-1.0232579387981555,-0.7249320451767882,1.2448107524257397,0.4456113029154758,relative_pressure_index
2023-01-15,SHG,,0,0,1,normal,-7.8,0.0,-0.94050900393279,-1.0232579387981555,-0.7249320451767882,0.19044759395855962,0.4456113029154758,relative_pressure_index
2023-01-16,BDH,,0,0,0,normal,-6.3,0.0,-0.8569260909096285,-0.9496158216171916,-0.6843959086523823,0.5512362069235808,0.4456113029154758,relative_pressure_index
2023-01-16,HGA,,0,0,0,normal,-6.3,0.0,-0.8569260909096285,-0.9496158216171916,-0.6843959086523823,0.9732654056019658,0.4456113029154758,relative_pressure_index
2023-01-16,SHG,,0,0,0,normal,-6.3,0.0,-0.8569260909096285,-0.9496158216171916,-0.6843959086523823,0.0464441386883596,0.4456113029154758,relative_pressure_index
2023-01-17,BDH,,0,0,0,normal,-3.83,0.0,-0.179808835766354,-0.6822248009005963,-0.6169020842977908,0.5993946685281739,0.4456113029154758,relative_pressure_index
2023-01-17,HGA,,0,0,0,normal,-3.83,0.0,-0.179808835766354,-0.6822248009005963,-0.6169020842977908,1.0345258544280136,0.4456113029154758,relative_pressure_index
2023-01-17,SHG,,0,0,0,normal,-3.83,0.0,-0.179808835766354,-0.6822248009005963,-0.6169020842977908,0.07893122198969565,0.4456113029154758,relative_pressure_index
2023-01-18,BDH,,0,0,0,normal,-3.11,0.0,-0.4178555717389255,-0.851426332042573,-0.6320406282488961,0.6059728716023918,0.4456113029154758,relative_pressure_index
2023-01-18,HGA,,0,0,0,normal,-3.11,0.0,-0.4178555717389255,-0.851426332042573,-0.6320406282488961,1.0428937229057107,0.4456113029154758,relative_pressure_index
2023-01-18,SHG,,0,0,0,normal,-3.11,0.0,-0.4178555717389255,-0.851426332042573,-0.6320406282488961,0.08336879379171591,0.4456113029154758,relative_pressure_index
2023-01-19,BDH,,0,0,0,normal,-1.97,0.0,-0.8194275615175557,-0.9013977687010843,-0.6476440753970223,0.6040484715916548,0.4456113029154758,relative_pressure_index
2023-01-19,HGA,,0,0,0,normal,-1.97,0.0,-0.8194275615175557,-0.9013977687010843,-0.6476440753970223,1.0404457707816057,0.4456113029154758,relative_pressure_index
2023-01-19,SHG,,0,0,0,normal,-1.97,0.0,-0.8194275615175557,-0.9013977687010843,-0.6476440753970223,0.08207061811560712,0.4456113029154758,relative_pressure_index
2023-01-20,BDH,,0,0,0,normal,-6.45,0.0,-0.6890742408753954,-1.0030940257605108,-0.7207635795292797,0.5508767274746946,0.4456113029154758,relative_pressure_index
2023-01-20,HGA,,0,0,0,normal,-6.45,0.0,-0.6890742408753954,-1.0030940257605108,-0.7207635795292797,0.9728081262028996,0.4456113029154758,relative_pressure_index
2023-01-20,SHG,,0,0,0,normal,-6.45,0.0,-0.6890742408753954,-1.0030940257605108,-0.7207635795292797,0.04620163844204836,0.4456113029154758,relative_pressure_index
2023-01-21,BDH,,0,1,1,high_pressure,-4.18,0.0,-0.5905034649693819,-1.0486820030630122,-0.7279578342621968,1.3760851277841177,0.4456113029154758,relative_pressure_index
2023-01-21,HGA,,0,1,1,high_pressure,-4.18,0.0,-0.5905034649693819,-1.0486820030630122,-0.7279578342621968,2.022522658054941,0.4456113029154758,relative_pressure_index
2023-01-21,SHG,,0,1,1,high_pressure,-4.18,0.0,-0.5905034649693819,-1.0486820030630122,-0.7279578342621968,0.6028766888605526,0.4456113029154758,relative_pressure_index
2023-01-22,BDH,,0,1,1,high_pressure,-5.14,0.0,-0.4729825399282195,-1.4116324377406204,-0.9823996576603364,1.3185412196494424,0.4456113029154758,relative_pressure_index
2023-01-22,HGA,,0,1,1,high_pressure,-5.14,0.0,-0.4729825399282195,-1.4116324377406204,-0.9823996576603364,1.9493233588647265,0.4456113029154758,relative_pressure_index
2023-01-22,SHG,,0,1,1,high_pressure,-5.14,0.0,-0.4729825399282195,-1.4116324377406204,-0.9823996576603364,0.5640583031653306,0.4456113029154758,relative_pressure_index
2023-01-23,BDH,,0,1,0,high_pressure,-11.26,0.1,-0.1921399625908612,-1.1968429292961422,-0.6746783259443563,1.0022477775184009,0.4456113029154758,relative_pressure_index
2023-01-23,HGA,,0,1,0,high_pressure,-11.26,0.1,-0.1921399625908612,-1.1968429292961422,-0.6746783259443563,1.5469791481054056,0.4456113029154758,relative_pressure_index
2023-01-23,SHG,,0,1,0,high_pressure,-11.26,0.1,-0.1921399625908612,-1.1968429292961422,-0.6746783259443563,0.3506907856033199,0.4456113029154758,relative_pressure_index
2023-01-24,BDH,,0,1,0,high_pressure,-13.02,0.0,-0.2500114848558514,-0.9390955191627682,-0.4954644535799216,1.0060051760711328,0.4456113029154758,relative_pressure_index
2023-01-24,HGA,,0,1,0,high_pressure,-13.02,0.0,-0.2500114848558514,-0.9390955191627682,-0.4954644535799216,1.5517587842085812,0.4456113029154758,relative_pressure_index
2023-01-24,SHG,,0,1,0,high_pressure,-13.02,0.0,-0.2500114848558514,-0.9390955191627682,-0.4954644535799216,0.353225478691757,0.4456113029154758,relative_pressure_index
2023-01-25,BDH,,0,1,0,high_pressure,-8.51,0.0,-0.5154386810113334,-0.6427736666965085,-0.4034325042551223,1.0590835437026014,0.4456113029154758,relative_pressure_index
2023-01-25,HGA,,0,1,0,high_pressure,-8.51,0.0,-0.5154386810113334,-0.6427736666965085,-0.4034325042551223,1.619277648302603,0.4456113029154758,relative_pressure_index
2023-01-25,SHG,,0,1,0,high_pressure,-8.51,0.0,-0.5154386810113334,-0.6427736666965085,-0.4034325042551223,0.38903146778045283,0.4456113029154758,relative_pressure_index
2023-01-26,BDH,,0,1,0,high_pressure,-7.08,0.0,-0.1204731991574733,-0.5200368047282352,-0.4317358445464417,1.079551388341951,0.4456113029154758,relative_pressure_index
2023-01-26,HGA,,0,1,0,high_pressure,-7.08,0.0,-0.1204731991574733,-0.5200368047282352,-0.4317358445464417,1.6453139731213513,0.4456113029154758,relative_pressure_index
2023-01-26,SHG,,0,1,0,high_pressure,-7.08,0.0,-0.1204731991574733,-0.5200368047282352,-0.4317358445464417,0.40283881443651687,0.4456113029154758,relative_pressure_index
2023-01-27,BDH,,0,1,0,high_pressure,-5.95,0.0,0.1731449324274114,-0.4463946875472712,-0.3937349704061761,1.1140364990262759,0.4456113029154758,relative_pressure_index
2023-01-27,HGA,,0,1,0,high_pressure,-5.95,0.0,0.1731449324274114,-0.4463946875472712,-0.3937349704061761,1.6891811002667945,0.4456113029154758,relative_pressure_index
2023-01-27,SHG,,0,1,0,high_pressure,-5.95,0.0,0.1731449324274114,-0.4463946875472712,-0.3937349704061761,0.42610202979119094,0.4456113029154758,relative_pressure_index
2023-01-28,BDH,,0,0,1,normal,-3.23,0.0,-0.1041759704208677,-0.4525315306456849,-0.3698611810310803,0.9033786578533916,0.4456113029154758,relative_pressure_index
2023-01-28,HGA,,0,0,1,normal,-3.23,0.0,-0.1041759704208677,-0.4525315306456849,-0.3698611810310803,1.4212117036333627,0.4456113029154758,relative_pressure_index
2023-01-28,SHG,,0,0,1,normal,-3.23,0.0,-0.1041759704208677,-0.4525315306456849,-0.3698611810310803,0.2839949398585178,0.4456113029154758,relative_pressure_index
2023-01-29,BDH,,0,0,1,normal,-0.37,0.0,-0.6379155756378891,-0.0624036479608162,-0.3769652698757104,0.8883179631702387,0.4456113029154758,relative_pressure_index
2023-01-29,HGA,,0,0,1,normal,-0.37,0.0,-0.6379155756378891,-0.0624036479608162,-0.3769652698757104,1.4020535975564439,0.4456113029154758,relative_pressure_index
2023-01-29,SHG,,0,0,1,normal,-0.37,0.0,-0.6379155756378891,-0.0624036479608162,-0.3769652698757104,0.2738351875233038,0.4456113029154758,relative_pressure_index
2023-01-30,BDH,,0,0,0,normal,-1.38,0.0,0.2294557199792713,0.0331557660001964,-0.4428624720421948,0.6348545351951798,0.4456113029154758,relative_pressure_index
2023-01-30,HGA,,0,0,0,normal,-1.38,0.0,0.2294557199792713,0.0331557660001964,-0.4428624720421948,1.0796329295910083,0.4456113029154758,relative_pressure_index
2023-01-30,SHG,,0,0,0,normal,-1.38,0.0,0.2294557199792713,0.0331557660001964,-0.4428624720421948,0.10285199528440188,0.4456113029154758,relative_pressure_index
2023-01-31,BDH,,0,0,0,normal,2.11,0.0,-0.1651598915417108,-0.2017976554819266,-0.1349958943729607,0.7458195493091178,0.4456113029154758,relative_pressure_index
2023-01-31,HGA,,0,0,0,normal,2.11,0.0,-0.1651598915417108,-0.2017976554819266,-0.1349958943729607,1.2207870765905917,0.4456113029154758,relative_pressure_index
2023-01-31,SHG,,0,0,0,normal,2.11,0.0,-0.1651598915417108,-0.2017976554819266,-0.1349958943729607,0.1777075769815882,0.4456113029154758,relative_pressure_index
2023-02-01,BDH,,0,0,0,normal,-1.39,0.0,-0.3474902350237094,-0.230728487231591,-0.265943629860833,0.6699577468128313,0.4456113029154758,relative_pressure_index
2023-02-01,HGA,,0,0,0,normal,-1.39,0.0,-0.3474902350237094,-0.230728487231591,-0.265943629860833,1.12428631816038,0.4456113029154758,relative_pressure_index
2023-02-01,SHG,,0,0,0,normal,-1.39,0.0,-0.3474902350237094,-0.230728487231591,-0.265943629860833,0.12653217363665858,0.4456113029154758,relative_pressure_index
2023-02-02,BDH,,0,0,0,normal,-4.1,0.0,-0.2935412261830598,0.8125348394987317,0.0902510396528169,0.6551400853353069,0.4456113029154758,relative_pressure_index
2023-02-02,HGA,,0,0,0,normal,-4.1,0.0,-0.2935412261830598,0.8125348394987317,0.0902510396528169,1.1054373648836209,0.4456113029154758,relative_pressure_index
2023-02-02,SHG,,0,0,0,normal,-4.1,0.0,-0.2935412261830598,0.8125348394987317,0.0902510396528169,0.11653636839886378,0.4456113029154758,relative_pressure_index
2023-02-03,BDH,,0,0,0,normal,-2.15,0.0,-0.2811533133501433,1.43147930056731,-0.4504178290996242,0.5234109531741882,0.4456113029154758,relative_pressure_index
2023-02-03,HGA,,0,0,0,normal,-2.15,0.0,-0.2811533133501433,1.43147930056731,-0.4504178290996242,0.9378700155377644,0.4456113029154758,relative_pressure_index
2023-02-03,SHG,,0,0,0,normal,-2.15,0.0,-0.2811533133501433,1.43147930056731,-0.4504178290996242,0.027673577787570545,0.4456113029154758,relative_pressure_index
