date,region_code,pressure_index,estimate_label
2021-12-22,SHG,0.0,censored_likelihood_pressure_index
2021-12-26,SHG,0.0,censored_likelihood_pressure_index
2021-12-29,SHG,0.0,censored_likelihood_pressure_index
2021-12-30,SHG,0.0,censored_likelihood_pressure_index
2022-01-09,BDH,0.0,censored_likelihood_pressure_index
2022-01-14,SHG,0.0,censored_likelihood_pressure_index
2022-01-15,HGA,6.3973222791848015,censored_likelihood_pressure_index
2022-01-15,SHG,0.0,censored_likelihood_pressure_index
2022-01-22,SHG,0.0,censored_likelihood_pressure_index
2022-01-31,BDH,0.0,censored_likelihood_pressure_index
2022-02-10,SHG,0.0,censored_likelihood_pressure_index
2022-02-11,HGA,6.174272985011331,censored_likelihood_pressure_index
2022-02-11,SHG,0.0,censored_likelihood_pressure_index
2022-02-13,SHG,0.0,censored_likelihood_pressure_index
2022-02-14,SHG,0.0,censored_likelihood_pressure_index
2022-02-22,SHG,0.0,censored_likelihood_pressure_index
2022-03-01,SHG,0.0,censored_likelihood_pressure_index
2022-03-13,SHG,0.0,censored_likelihood_pressure_index
2022-03-19,SHG,0.0,censored_likelihood_pressure_index
2022-04-07,HGA,7.957456054612274,censored_likelihood_pressure_index
2022-04-23,SHG,0.0,censored_likelihood_pressure_index
2022-05-09,SHG,0.0,censored_likelihood_pressure_index
2022-05-11,SHG,0.004625561390384091,censored_likelihood_pressure_index
2022-05-12,SHG,0.0,censored_likelihood_pressure_index
2022-05-23,SHG,0.0,censored_likelihood_pressure_index
2022-05-30,SHG,0.0,censored_likelihood_pressure_index
2022-06-14,SHG,0.0,censored_likelihood_pressure_index
2022-06-15,SHG,0.0,censored_likelihood_pressure_index
2022-06-17,SHG,0.014561267062742684,censored_likelihood_pressure_index
2022-06-19,HGA,0.9402818581896673,censored_likelihood_pressure_index
2022-06-19,SHG,0.0,censored_likelihood_pressure_index
2022-07-02,HGA,1.1494545109960326,censored_likelihood_pressure_index
2022-07-03,BDH,0.07169124986606833,censored_likelihood_pressure_index
2022-07-07,BDH,0.22076029601096486,censored_likelihood_pressure_index
2022-07-08,BDH,0.20514133409171387,censored_likelihood_pressure_index
2022-07-08,SHG,0.0,censored_likelihood_pressure_index
2022-07-09,BDH,0.1927909316183703,censored_likelihood_pressure_index
2022-07-09,HGA,1.576348122995153,censored_likelihood_pressure_index
2022-07-10,BDH,0.12250267687986949,censored_likelihood_pressure_index
2022-07-10,HGA,1.7081662074837878,censored_likelihood_pressure_index
2022-07-11,BDH,0.1186257452503962,censored_likelihood_pressure_index
2022-07-12,BDH,0.11904138955606298,censored_likelihood_pressure_index
2022-07-13,BDH,0.4847057426108273,censored_likelihood_pressure_index
2022-07-14,BDH,0.47851002872246334,censored_likelihood_pressure_index
2022-07-15,BDH,0.4910938463994572,censored_likelihood_pressure_index
2022-07-16,BDH,1.0168594563836293,censored_likelihood_pressure_index
2022-07-16,HGA,1.8092064761931175,censored_likelihood_pressure_index
2022-07-17,BDH,0.9571631065929058,censored_likelihood_pressure_index
2022-07-18,BDH,0.6073051999870311,censored_likelihood_pressure_index
2022-07-18,SHG,0.0,censored_likelihood_pressure_index
2022-07-19,BDH,0.5817951124349268,censored_likelihood_pressure_index
2022-07-20,BDH,0.3145706712800159,censored_likelihood_pressure_index
2022-07-21,BDH,0.20548937432380426,censored_likelihood_pressure_index
2022-07-22,BDH,0.020575012048460278,censored_likelihood_pressure_index
2022-07-22,SHG,0.0,censored_likelihood_pressure_index
2022-07-23,BDH,0.3171464068099461,censored_likelihood_pressure_index
2022-07-24,BDH,0.3280742362944056,censored_likelihood_pressure_index
2022-07-24,SHG,0.0,censored_likelihood_pressure_index
2022-07-25,BDH,0.23652416559977346,censored_likelihood_pressure_index
2022-07-26,BDH,0.666510661098739,censored_likelihood_pressure_index
2022-07-27,BDH,0.6746095374260115,censored_likelihood_pressure_index
2022-07-28,BDH,0.029281315763776943,censored_likelihood_pressure_index
2022-07-29,BDH,1.1707834128117343,censored_likelihood_pressure_index
2022-07-29,SHG,0.0,censored_likelihood_pressure_index
2022-07-30,BDH,0.8828673039052883,censored_likelihood_pressure_index
2022-07-30,SHG,0.0,censored_likelihood_pressure_index
2022-07-31,BDH,0.9346518813025779,censored_likelihood_pressure_index
2022-08-01,BDH,0.47508397074824876,censored_likelihood_pressure_index
2022-08-01,SHG,0.0,censored_likelihood_pressure_index
2022-08-02,BDH,0.8949284494629184,censored_likelihood_pressure_index
2022-08-02,SHG,0.0,censored_likelihood_pressure_index
2022-08-03,BDH,0.49774908055592443,censored_likelihood_pressure_index
2022-08-03,SHG,0.0,censored_likelihood_pressure_index
2022-08-09,BDH,0.0,censored_likelihood_pressure_index
2022-08-15,SHG,0.1360378068806906,censored_likelihood_pressure_index
2022-08-16,BDH,0.0,censored_likelihood_pressure_index
2022-08-16,SHG,0.0,censored_likelihood_pressure_index
2022-08-19,HGA,0.2671601808805288,censored_likelihood_pressure_index
2022-08-22,SHG,0.0,censored_likelihood_pressure_index
2022-08-23,SHG,0.0,censored_likelihood_pressure_index
2022-08-24,SHG,0.0,censored_likelihood_pressure_index
2022-08-25,SHG,0.0,censored_likelihood_pressure_index
2022-09-07,SHG,0.0,censored_likelihood_pressure_index
2022-09-10,SHG,0.0465773758069876,censored_likelihood_pressure_index
2022-09-13,SHG,0.0,censored_likelihood_pressure_index
2022-09-14,SHG,0.0,censored_likelihood_pressure_index
2022-09-17,SHG,0.0,censored_likelihood_pressure_index
2022-09-25,SHG,0.0,censored_likelihood_pressure_index
2022-10-02,SHG,0.0,censored_likelihood_pressure_index
2022-10-07,SHG,0.0,censored_likelihood_pressure_index
2022-10-10,SHG,0.0,censored_likelihood_pressure_index
2022-10-11,SHG,0.0,censored_likelihood_pressure_index
2022-10-12,SHG,0.0,censored_likelihood_pressure_index
2022-10-13,SHG,0.0,censored_likelihood_pressure_index
2022-10-14,SHG,0.0,censored_likelihood_pressure_index
2022-10-23,HGA,8.038384404329822,censored_likelihood_pressure_index
2022-10-23,SHG,0.0,censored_likelihood_pressure_index
2022-10-24,SHG,0.0,censored_likelihood_pressure_index
2022-10-27,BDH,0.0,censored_likelihood_pressure_index
2022-10-27,HGA,9.146432101033156,censored_likelihood_pressure_index
2022-10-27,SHG,0.0,censored_likelihood_pressure_index
2022-11-01,SHG,0.0,censored_likelihood_pressure_index
2022-11-02,SHG,0.0,censored_likelihood_pressure_index
2022-11-03,SHG,0.0,censored_likelihood_pressure_index
