date,region_code,observed_visitor_index,is_summer,is_holiday,is_weekend,regime,日均气温_℃,日降水量_mm,theme_attraction_lag_1,theme_coastal_resort_lag_1,theme_destination_lag_1,pressure_index,uncertainty_proxy,estimate_label
2023-01-01,BDH,,0,1,1,high_pressure,-3.66,0.0,-0.5240316929332003,0.5235369672000489,-0.4884142857796322,1.3232952221308931,0.44561130291547574,relative_pressure_index
2023-01-01,HGA,,0,1,1,high_pressure,-3.66,0.0,-0.5240316929332003,0.5235369672000489,-0.4884142857796322,1.9553707348819285,0.44561130291547574,relative_pressure_index
2023-01-01,SHG,,0,1,1,high_pressure,-3.66,0.0,-0.5240316929332003,0.5235369672000489,-0.4884142857796322,0.5672652925392443,0.44561130291547574,relative_pressure_index
2023-01-02,BDH,,0,1,0,high_pressure,-4.25,0.1,-0.9719698461128,0.4206535730714592,-0.8074981361306696,0.9071578853997688,0.44561130291547574,relative_pressure_index
2023-01-02,HGA,,0,1,0,high_pressure,-4.25,0.1,-0.9719698461128,0.4206535730714592,-0.8074981361306696,1.426019107524438,0.44561130291547574,relative_pressure_index
2023-01-02,SHG,,0,1,0,high_pressure,-4.25,0.1,-0.9719698461128,0.4206535730714592,-0.8074981361306696,0.286544358507356,0.44561130291547574,relative_pressure_index
2023-01-03,BDH,,0,0,0,normal,-5.47,0.0,-0.8340627653045325,-0.0106788275599011,-0.8610633153848404,0.47058711415184745,0.44561130291547574,relative_pressure_index
2023-01-03,HGA,,0,0,0,normal,-5.47,0.0,-0.8340627653045325,-0.0106788275599011,-0.8610633153848404,0.8706749270859482,0.44561130291547574,relative_pressure_index
2023-01-03,SHG,,0,0,0,normal,-5.47,0.0,-0.8340627653045325,-0.0106788275599011,-0.8610633153848404,0.0,0.44561130291547574,relative_pressure_index
2023-01-04,BDH,,0,0,0,normal,-3.77,0.0,-0.9231932583953956,0.1032911156963526,-0.6772920714230928,0.5155475561279725,0.44561130291547574,relative_pressure_index
2023-01-04,HGA,,0,0,0,normal,-3.77,0.0,-0.9231932583953956,0.1032911156963526,-0.6772920714230928,0.9278673033185849,0.44561130291547574,relative_pressure_index
2023-01-04,SHG,,0,0,0,normal,-3.77,0.0,-0.9231932583953956,0.1032911156963526,-0.6772920714230928,0.02236903054166509,0.44561130291547574,relative_pressure_index
2023-01-05,BDH,0.22,0,0,0,normal,-1.33,0.0,-0.5570498879729173,-0.2158247254211578,-0.6678216756924509,0.5743294264552443,0.44561130291547574,relative_pressure_index
2023-01-05,HGA,,0,0,0,normal,-1.33,0.0,-0.5570498879729173,-0.2158247254211578,-0.6678216756924509,1.0026413645967325,0.44561130291547574,relative_pressure_index
2023-01-05,SHG,,0,0,0,normal,-1.33,0.0,-0.5570498879729173,-0.2158247254211578,-0.6678216756924509,0.06202252972545726,0.44561130291547574,relative_pressure_index
2023-01-06,BDH,,0,0,0,normal,0.21,0.0,-0.3878535775363044,-0.3788894134647209,-0.626478705039171,0.6157659077385667,0.44561130291547574,relative_pressure_index
2023-01-06,HGA,,0,0,0,normal,0.21,0.0,-0.3878535775363044,-0.3788894134647209,-0.626478705039171,1.0553510516716686,0.44561130291547574,relative_pressure_index
