date,region_code,pressure_index,estimate_label,projection_source,calibration_year,baseline_scale,conservative_scale,high_scale,scale_anchor_count,scale_interval_method,scale_source_year,visitor_estimate_baseline,visitor_estimate_conservative,visitor_estimate_high
2023-01-01,BDH,0.5826897254781558,anchor_constrained_estimate,joint_covariate_region_mean,2023,116274.7984684336,93019.83877474688,139529.7581621203,1.0,single_anchor_scenario,2023.0,67752.13039959947,54201.70431967957,81302.55647951935
2023-01-01,HGA,2.1677987997947388,anchor_constrained_estimate,joint_covariate_region_mean,2023,16548.072237549917,13238.457790039934,19857.6866850599,1.0,single_anchor_scenario,2023.0,35872.891135477345,28698.31290838188,43047.46936257282
2023-01-01,SHG,0.275679135782735,anchor_constrained_estimate,joint_covariate_region_mean,2023,171189.26559227137,136951.4124738171,205427.11871072566,1.0,single_anchor_scenario,2023.0,47193.308793758464,37754.64703500677,56631.97055251016
2023-01-02,BDH,0.2122185930272883,anchor_constrained_estimate,joint_covariate_region_mean,2023,116274.7984684336,93019.83877474688,139529.7581621203,1.0,single_anchor_scenario,2023.0,24675.674135502475,19740.539308401978,29610.808962602965
2023-01-02,HGA,1.4262902211743151,anchor_constrained_estimate,joint_covariate_region_mean,2023,16548.072237549917,13238.457790039934,19857.6866850599,1.0,single_anchor_scenario,2023.0,23602.353611703616,18881.882889362892,28322.824334044337
2023-01-02,SHG,0.0,anchor_constrained_estimate,joint_covariate_region_mean,2023,171189.26559227137,136951.4124738171,205427.11871072566,1.0,single_anchor_scenario,2023.0,0.0,0.0,0.0
2023-01-03,BDH,0.0,anchor_constrained_estimate,joint_covariate_region_mean,2023,116274.7984684336,93019.83877474688,139529.7581621203,1.0,single_anchor_scenario,2023.0,0.0,0.0,0.0
2023-01-03,HGA,0.7359300084865088,anchor_constrained_estimate,joint_covariate_region_mean,2023,16548.072237549917,13238.457790039934,19857.6866850599,1.0,single_anchor_scenario,2023.0,12178.22294221547,9742.578353772378,14613.867530658565
2023-01-03,SHG,0.0,anchor_constrained_estimate,joint_covariate_region_mean,2023,171189.26559227137,136951.4124738171,205427.11871072566,1.0,single_anchor_scenario,2023.0,0.0,0.0,0.0
2023-01-04,BDH,0.0,anchor_constrained_estimate,joint_covariate_region_mean,2023,116274.7984684336,93019.83877474688,139529.7581621203,1.0,single_anchor_scenario,2023.0,0.0,0.0,0.0
2023-01-04,HGA,0.8051617808265774,anchor_constrained_estimate,joint_covariate_region_mean,2023,16548.072237549917,13238.457790039934,19857.6866850599,1.0,single_anchor_scenario,2023.0,13323.875312032536,10659.10024962603,15988.650374439043
2023-01-04,SHG,0.0,anchor_constrained_estimate,joint_covariate_region_mean,2023,171189.26559227137,136951.4124738171,205427.11871072566,1.0,single_anchor_scenario,2023.0,0.0,0.0,0.0
2023-01-05,BDH,0.0,anchor_constrained_estimate,joint_covariate_region_mean,2023,116274.7984684336,93019.83877474688,139529.7581621203,1.0,single_anchor_scenario,2023.0,0.0,0.0,0.0
2023-01-05,HGA,0.8486512238265302,anchor_constrained_estimate,joint_covariate_region_mean,2023,16548.072237549917,13238.457790039934,19857.6866850599,1.0,single_anchor_scenario,2023.0,14043.541756366565,11234.833405093254,16852.25010763988
2023-01-05,SHG,0.0,anchor_constrained_estimate,joint_covariate_region_mean,2023,171189.26559227137,136951.4124738171,205427.11871072566,1.0,single_anchor_scenario,2023.0,0.0,0.0,0.0
2023-01-06,BDH,0.0,anchor_constrained_estimate,joint_covariate_region_mean,2023,116274.7984684336,93019.83877474688,139529.7581621203,1.0,single_anchor_scenario,2023.0,0.0,0.0,0.0
