date,region_code,prediction_q10,prediction_q50,prediction_q90,estimate_label,forecast_method,interval_calibration,conformal_relative_radius,baseline_scale,visitor_estimate_q10,visitor_estimate_q50,visitor_estimate_q90,forecast_provenance
2026-01-01,BDH,0.0,0.042563277881735,0.16538119133731036,anchor_constrained_daily_visitor_forecast,dynamic_ridge,regional_relative_split_conformal_pre_2024,0.5917131323393473,126542.83990327934,0.0,5386.078058747183,20927.805618410872,pressure_forecast_scaled_by_latest_available_region_anchor
2026-01-01,HGA,0.31899574626440347,0.9655389818036901,1.6120822173429767,anchor_constrained_daily_visitor_forecast,dynamic_ridge,regional_relative_split_conformal_pre_2024,0.669618987657548,18777.81226850634,5990.042237805051,18130.70973823445,30271.377238663852,pressure_forecast_scaled_by_latest_available_region_anchor
2026-01-01,SHG,0.0,0.042563277881735,0.1094814569099763,anchor_constrained_daily_visitor_forecast,dynamic_ridge,regional_relative_split_conformal_pre_2024,1.5722045471727544,171189.26559227135,0.0,7286.376281773982,18742.050204390744,pressure_forecast_scaled_by_latest_available_region_anchor
2026-01-02,BDH,0.0,0.042563277881735,0.17368737040066148,anchor_constrained_daily_visitor_forecast,dynamic_ridge,regional_relative_split_conformal_pre_2024,0.5917131323393473,126542.83990327934,0.0,5386.078058747183,21978.893105832485,pressure_forecast_scaled_by_latest_available_region_anchor
2026-01-02,HGA,0.3141189559888924,0.9507778723775342,1.587436788766176,anchor_constrained_daily_visitor_forecast,dynamic_ridge,regional_relative_split_conformal_pre_2024,0.669618987657548,18777.81226850634,5898.466785538626,17853.528396555215,29808.590007571805,pressure_forecast_scaled_by_latest_available_region_anchor
2026-01-02,SHG,0.0,0.042563277881735,0.1094814569099763,anchor_constrained_daily_visitor_forecast,dynamic_ridge,regional_relative_split_conformal_pre_2024,1.5722045471727544,171189.26559227135,0.0,7286.376281773982,18742.050204390744,pressure_forecast_scaled_by_latest_available_region_anchor
2026-01-03,BDH,0.0,0.17599128154181057,0.3944711347657599,anchor_constrained_daily_visitor_forecast,dynamic_ridge,regional_relative_split_conformal_pre_2024,0.5917131323393473,126542.83990327934,0.0,22270.436564518295,49917.497653128485,pressure_forecast_scaled_by_latest_available_region_anchor
2026-01-03,HGA,0.4106210328007974,1.2428711622663524,2.0751212917319073,anchor_constrained_daily_visitor_forecast,dynamic_ridge,regional_relative_split_conformal_pre_2024,0.669618987657548,18777.81226850634,7710.564667433558,23338.401358977844,38966.23805052213,pressure_forecast_scaled_by_latest_available_region_anchor
2026-01-03,SHG,0.0,0.042563277881735,0.21577392501986775,anchor_constrained_daily_visitor_forecast,dynamic_ridge,regional_relative_split_conformal_pre_2024,1.5722045471727544,171189.26559227135,0.0,7286.376281773982,36938.17975811299,pressure_forecast_scaled_by_latest_available_region_anchor
2026-01-04,BDH,0.010553047287500353,0.19829719548979133,0.4209211209376363,anchor_constrained_daily_visitor_forecast,dynamic_ridge,regional_relative_split_conformal_pre_2024,0.5917131323393473,126542.83990327934,1335.4125733938934,25093.09026213395,53264.55401872019,pressure_forecast_scaled_by_latest_available_region_anchor
2026-01-04,HGA,0.40465045249482273,1.2247993600654863,2.04494826763615,anchor_constrained_daily_visitor_forecast,dynamic_ridge,regional_relative_split_conformal_pre_2024,0.669618987657548,18777.81226850634,7598.450231313924,22999.0524498964,38399.65466847888,pressure_forecast_scaled_by_latest_available_region_anchor
2026-01-04,SHG,0.0,0.042563277881735,0.22980248581725196,anchor_constrained_daily_visitor_forecast,dynamic_ridge,regional_relative_split_conformal_pre_2024,1.5722045471727544,171189.26559227135,0.0,7286.376281773982,39339.718778333714,pressure_forecast_scaled_by_latest_available_region_anchor
2026-01-05,BDH,0.0,0.05777309844989507,0.2542899561179071,anchor_constrained_daily_visitor_forecast,dynamic_ridge,regional_relative_split_conformal_pre_2024,0.5917131323393473,126542.83990327934,0.0,7310.771947861467,32178.573206040248,pressure_forecast_scaled_by_latest_available_region_anchor
2026-01-05,HGA,0.33015071448993794,0.999302932541791,1.6684551505936442,anchor_constrained_daily_visitor_forecast,dynamic_ridge,regional_relative_split_conformal_pre_2024,0.669618987657548,18777.81226850634,6199.50813700529,18764.722866637607,31329.937596269923,pressure_forecast_scaled_by_latest_available_region_anchor
2026-01-05,SHG,0.0,0.042563277881735,0.11327131158896345,anchor_constrained_daily_visitor_forecast,dynamic_ridge,regional_relative_split_conformal_pre_2024,1.5722045471727544,171189.26559227135,0.0,7286.376281773982,19390.832643587986,pressure_forecast_scaled_by_latest_available_region_anchor
2026-01-06,BDH,0.0,0.0575943648100053,0.25407801670513264,anchor_constrained_daily_visitor_forecast,dynamic_ridge,regional_relative_split_conformal_pre_2024,0.5917131323393473,126542.83990327934,0.0,7288.1544854835665,32151.753790860334,pressure_forecast_scaled_by_latest_available_region_anchor
2026-01-06,HGA,0.3577637368086862,1.0828822584932665,1.8080007801778468,anchor_constrained_daily_visitor_forecast,dynamic_ridge,regional_relative_split_conformal_pre_2024,0.669618987657548,18777.81226850634,6718.02028627282,20334.159758882714,33950.2992314926,pressure_forecast_scaled_by_latest_available_region_anchor
2026-01-06,SHG,0.0,0.042563277881735,0.13096576603191631,anchor_constrained_daily_visitor_forecast,dynamic_ridge,regional_relative_split_conformal_pre_2024,1.5722045471727544,171189.26559227135,0.0,7286.376281773982,22419.93330473299,pressure_forecast_scaled_by_latest_available_region_anchor
2026-01-07,BDH,0.0,0.042563277881735,0.2278090282439785,anchor_constrained_daily_visitor_forecast,dynamic_ridge,regional_relative_split_conformal_pre_2024,0.5917131323393473,126542.83990327934,0.0,5386.078058747183,28827.60138959941,pressure_forecast_scaled_by_latest_available_region_anchor
2026-01-07,HGA,0.3538224845209916,1.0709528432410083,1.7880832019610249,anchor_constrained_daily_visitor_forecast,dynamic_ridge,regional_relative_split_conformal_pre_2024,0.669618987657548,18777.81226850634,6644.01219071167,20110.15143880275,33576.29068689383,pressure_forecast_scaled_by_latest_available_region_anchor
2026-01-07,SHG,0.0,0.042563277881735,0.1094814569099763,anchor_constrained_daily_visitor_forecast,dynamic_ridge,regional_relative_split_conformal_pre_2024,1.5722045471727544,171189.26559227135,0.0,7286.376281773982,18742.050204390744,pressure_forecast_scaled_by_latest_available_region_anchor
2026-01-08,BDH,0.0,0.042563277881735,0.20756663834932418,anchor_constrained_daily_visitor_forecast,dynamic_ridge,regional_relative_split_conformal_pre_2024,0.5917131323393473,126542.83990327934,0.0,5386.078058747183,26266.071885900412,pressure_forecast_scaled_by_latest_available_region_anchor
2026-01-08,HGA,0.3405290589181794,1.0307161919015146,1.7209033248848498,anchor_constrained_daily_visitor_forecast,dynamic_ridge,regional_relative_split_conformal_pre_2024,0.669618987657548,18777.81226850634,6394.3907403367075,19354.595153636397,32314.799566936083,pressure_forecast_scaled_by_latest_available_region_anchor
2026-01-08,SHG,0.0,0.042563277881735,0.1094814569099763,anchor_constrained_daily_visitor_forecast,dynamic_ridge,regional_relative_split_conformal_pre_2024,1.5722045471727544,171189.26559227135,0.0,7286.376281773982,18742.050204390744,pressure_forecast_scaled_by_latest_available_region_anchor
2026-01-09,BDH,0.0,0.042563277881735,0.22015796358297668,anchor_constrained_daily_visitor_forecast,dynamic_ridge,regional_relative_split_conformal_pre_2024,0.5917131323393473,126542.83990327934,0.0,5386.078058747183,27859.41393911262,pressure_forecast_scaled_by_latest_available_region_anchor
2026-01-09,HGA,0.3360294355988828,1.0170966945599647,1.6981639535210464,anchor_constrained_daily_visitor_forecast,dynamic_ridge,regional_relative_split_conformal_pre_2024,0.669618987657548,18777.81226850634,6309.897658367962,19098.850789365348,31887.803920362734,pressure_forecast_scaled_by_latest_available_region_anchor
2026-01-09,SHG,0.0,0.042563277881735,0.1094814569099763,anchor_constrained_daily_visitor_forecast,dynamic_ridge,regional_relative_split_conformal_pre_2024,1.5722045471727544,171189.26559227135,0.0,7286.376281773982,18742.050204390744,pressure_forecast_scaled_by_latest_available_region_anchor
2026-01-10,BDH,0.03212500612930614,0.22387686975898669,0.4512530782956342,anchor_constrained_daily_visitor_forecast,dynamic_ridge,regional_relative_split_conformal_pre_2024,0.5917131323393473,126542.83990327934,4065.1895075126545,28330.014887958772,57102.846042626414,pressure_forecast_scaled_by_latest_available_region_anchor
2026-01-10,HGA,0.43659753179545097,1.3214970457893678,2.2063965597832844,anchor_constrained_daily_visitor_forecast,dynamic_ridge,regional_relative_split_conformal_pre_2024,0.669618987657548,18777.81226850634,8198.346488948206,24814.823439218475,41431.30038948874,pressure_forecast_scaled_by_latest_available_region_anchor
2026-01-10,SHG,0.0,0.06481875478904581,0.26264457961268667,anchor_constrained_daily_visitor_forecast,dynamic_ridge,regional_relative_split_conformal_pre_2024,1.5722045471727544,171189.26559227135,0.0,11096.275028942273,44961.93269568667,pressure_forecast_scaled_by_latest_available_region_anchor
2026-01-11,BDH,0.0,0.18262455612548778,0.40233676275220714,anchor_constrained_daily_visitor_forecast,dynamic_ridge,regional_relative_split_conformal_pre_2024,0.5917131323393473,126542.83990327934,0.0,23109.829968195052,50912.83655615623,pressure_forecast_scaled_by_latest_available_region_anchor
2026-01-11,HGA,0.43363791203651963,1.3125388440514798,2.19143977606644,anchor_constrained_daily_visitor_forecast,dynamic_ridge,regional_relative_split_conformal_pre_2024,0.669618987657548,18777.81226850634,8142.771304728831,24646.608008721007,41150.44471271318,pressure_forecast_scaled_by_latest_available_region_anchor
2026-01-11,SHG,0.0,0.08027283730213976,0.2809697766758348,anchor_constrained_daily_visitor_forecast,dynamic_ridge,regional_relative_split_conformal_pre_2024,1.5722045471727544,171189.26559227135,0.0,13741.848064761189,48099.009722760646,pressure_forecast_scaled_by_latest_available_region_anchor
2026-01-12,BDH,0.0,0.042563277881735,0.21197208644284013,anchor_constrained_daily_visitor_forecast,dynamic_ridge,regional_relative_split_conformal_pre_2024,0.5917131323393473,126542.83990327934,0.0,5386.078058747183,26823.549798700406,pressure_forecast_scaled_by_latest_available_region_anchor
2026-01-12,HGA,0.3568392979122053,1.0800841591414714,1.8033290203707375,anchor_constrained_daily_visitor_forecast,dynamic_ridge,regional_relative_split_conformal_pre_2024,0.669618987657548,18777.81226850634,6700.661346220997,20281.617574546075,33862.57380287115,pressure_forecast_scaled_by_latest_available_region_anchor
2026-01-12,SHG,0.0,0.042563277881735,0.1094814569099763,anchor_constrained_daily_visitor_forecast,dynamic_ridge,regional_relative_split_conformal_pre_2024,1.5722045471727544,171189.26559227135,0.0,7286.376281773982,18742.050204390744,pressure_forecast_scaled_by_latest_available_region_anchor
2026-01-13,BDH,0.0,0.04729325316752007,0.24186312781359928,anchor_constrained_daily_visitor_forecast,dynamic_ridge,regional_relative_split_conformal_pre_2024,0.5917131323393473,126542.83990327934,0.0,5984.622564082751,30606.047061422683,pressure_forecast_scaled_by_latest_available_region_anchor
2026-01-13,HGA,0.34851116007746574,1.0548764821757408,1.7612418042740159,anchor_constrained_daily_visitor_forecast,dynamic_ridge,regional_relative_split_conformal_pre_2024,0.669618987657548,18777.81226850634,6544.277137414013,19808.272548758436,33072.26796010286,pressure_forecast_scaled_by_latest_available_region_anchor
2026-01-13,SHG,0.0,0.042563277881735,0.1094814569099763,anchor_constrained_daily_visitor_forecast,dynamic_ridge,regional_relative_split_conformal_pre_2024,1.5722045471727544,171189.26559227135,0.0,7286.376281773982,18742.050204390744,pressure_forecast_scaled_by_latest_available_region_anchor
2026-01-14,BDH,0.0,0.04410089707046767,0.23807768441864777,anchor_constrained_daily_visitor_forecast,dynamic_ridge,regional_relative_split_conformal_pre_2024,0.5917131323393473,126542.83990327934,0.0,5580.6527575791915,30127.026303932405,pressure_forecast_scaled_by_latest_available_region_anchor
2026-01-14,HGA,0.33116501348705996,1.0023730211946784,1.673581028902297,anchor_constrained_daily_visitor_forecast,dynamic_ridge,regional_relative_split_conformal_pre_2024,0.669618987657548,18777.81226850634,6218.554453157381,18822.3724150092,31426.190376861014,pressure_forecast_scaled_by_latest_available_region_anchor
2026-01-14,SHG,0.0,0.042563277881735,0.1094814569099763,anchor_constrained_daily_visitor_forecast,dynamic_ridge,regional_relative_split_conformal_pre_2024,1.5722045471727544,171189.26559227135,0.0,7286.376281773982,18742.050204390744,pressure_forecast_scaled_by_latest_available_region_anchor
2026-01-15,BDH,0.0,0.042563277881735,0.21207123722598983,anchor_constrained_daily_visitor_forecast,dynamic_ridge,regional_relative_split_conformal_pre_2024,0.5917131323393473,126542.83990327934,0.0,5386.078058747183,26836.096620378805,pressure_forecast_scaled_by_latest_available_region_anchor
2026-01-15,HGA,0.3337189732457958,1.0101033678651117,1.6864877624844277,anchor_constrained_daily_visitor_forecast,dynamic_ridge,regional_relative_split_conformal_pre_2024,0.669618987657548,18777.81226850634,6266.5122300482435,18967.531413557066,31668.550597065892,pressure_forecast_scaled_by_latest_available_region_anchor
2026-01-15,SHG,0.0,0.042563277881735,0.1094814569099763,anchor_constrained_daily_visitor_forecast,dynamic_ridge,regional_relative_split_conformal_pre_2024,1.5722045471727544,171189.26559227135,0.0,7286.376281773982,18742.050204390744,pressure_forecast_scaled_by_latest_available_region_anchor
2026-01-16,BDH,0.0,0.042563277881735,0.22026177210454723,anchor_constrained_daily_visitor_forecast,dynamic_ridge,regional_relative_split_conformal_pre_2024,0.5917131323393473,126542.83990327934,0.0,5386.078058747183,27872.550164238317,pressure_forecast_scaled_by_latest_available_region_anchor
2026-01-16,HGA,0.34114583797326575,1.0325830638827864,1.7240202897923071,anchor_constrained_daily_visitor_forecast,dynamic_ridge,regional_relative_split_conformal_pre_2024,0.669618987657548,18777.81226850634,6405.972501644265,19389.650925230053,32373.329348815838,pressure_forecast_scaled_by_latest_available_region_anchor
2026-01-16,SHG,0.0,0.042563277881735,0.1094814569099763,anchor_constrained_daily_visitor_forecast,dynamic_ridge,regional_relative_split_conformal_pre_2024,1.5722045471727544,171189.26559227135,0.0,7286.376281773982,18742.050204390744,pressure_forecast_scaled_by_latest_available_region_anchor
2026-01-17,BDH,0.0,0.18089283824125643,0.4002833201450883,anchor_constrained_daily_visitor_forecast,dynamic_ridge,regional_relative_split_conformal_pre_2024,0.5917131323393473,126542.83990327934,0.0,22890.693469213118,50652.988097073016,pressure_forecast_scaled_by_latest_available_region_anchor
2026-01-17,HGA,0.43970765128569056,1.3309107813675367,2.222113911449383,anchor_constrained_daily_visitor_forecast,dynamic_ridge,regional_relative_split_conformal_pre_2024,0.669618987657548,18777.81226850634,8256.747728868548,24991.59279865069,41726.43786843283,pressure_forecast_scaled_by_latest_available_region_anchor
2026-01-17,SHG,0.0,0.06568375920749552,0.2636702876361267,anchor_constrained_daily_visitor_forecast,dynamic_ridge,regional_relative_split_conformal_pre_2024,1.5722045471727544,171189.26559227135,0.0,11244.354500070749,45137.52289893148,pressure_forecast_scaled_by_latest_available_region_anchor
2026-01-18,BDH,0.0,0.16956316866713578,0.38684878416210744,anchor_constrained_daily_visitor_forecast,dynamic_ridge,regional_relative_split_conformal_pre_2024,0.5917131323393473,126542.83990327934,0.0,21457.004906138114,48952.94376100382,pressure_forecast_scaled_by_latest_available_region_anchor
2026-01-18,HGA,0.4344652384896824,1.3150430026509614,2.1956207668122403,anchor_constrained_daily_visitor_forecast,dynamic_ridge,regional_relative_split_conformal_pre_2024,0.669618987657548,18777.81226850634,8158.306685551091,24693.630628792638,41228.954572034185,pressure_forecast_scaled_by_latest_available_region_anchor
2026-01-18,SHG,0.0,0.04261408736156424,0.23631464990087728,anchor_constrained_daily_visitor_forecast,dynamic_ridge,regional_relative_split_conformal_pre_2024,1.5722045471727544,171189.26559227135,0.0,7295.074319311074,40454.5313652259,pressure_forecast_scaled_by_latest_available_region_anchor
